mine_id,equipment_type,shift,maintenance_status,operating_hours,temperature_C,vibration,pressure_bar,dust_level_ug,rpm,oil_temp_C,load_percentage,humidity_pct,bearing_temp_C,machine_failure
CG-002,Conveyor,Morning,Overdue,2324.2,77.14,7.662,69.66,227.27,1716.4,68.13,74.38,20.59,87.26,0
JH-002,Dumper,Morning,On Schedule,5065.8,69.05,3.1419,80.33,118.19,1936.7,80.29,70.85,76.74,76.1,0
JH-001,Drill Rig,Morning,Overdue,11869.5,114.96,12.3845,,48.22,,58.58,32.53,37.23,116.53,1
OD-001,Crusher,Morning,Overdue,2915.5,45.93,6.5913,134.93,38.23,,81.99,59.48,93.33,50.99,0
JH-002,Conveyor,Night,On Schedule,11010.3,58.88,0.8688,118.16,147.38,1897.7,74.05,47.54,32.65,68.66,1
CG-002,Loader,Afternoon,Overdue,11028.9,25.11,1.0521,161.02,35.44,1542.8,80.92,32.82,57.02,30.95,1
CG-001,Dumper,Night,Overdue,1186.4,42.66,5.1737,79.52,135.93,,,58.11,61.86,52.5,0
JH-001,Excavator,Night,Overdue,5617.5,68.83,4.8236,141.24,34.69,1964.0,71.27,92.32,79.42,73.85,1
OD-002,Conveyor,Morning,Recent,6076.4,,4.0163,77.37,313.2,1284.8,79.3,61.59,73.81,83.97,0
JH-001,Conveyor,Night,Recent,3832.7,86.54,2.2808,119.36,108.48,1780.3,85.05,94.59,44.67,96.11,0
JH-001,Crusher,Morning,On Schedule,663.3,73.48,,,308.64,1711.3,73.7,34.62,55.14,81.26,0
OD-001,Excavator,Night,On Schedule,2976.1,,3.3505,152.26,299.81,1169.3,74.04,38.17,46.85,43.35,1
JH-002,Loader,Afternoon,Recent,1236.8,88.23,1.9625,90.55,114.35,,102.51,35.19,43.26,104.4,0
OD-001,Dumper,Morning,Recent,2935.2,42.13,4.1991,,206.47,1704.4,87.07,90.5,35.8,52.75,0
OD-002,Dumper,Night,On Schedule,9712.7,88.14,2.3592,,124.05,1223.5,62.21,93.19,32.97,97.53,0
OD-002,Dumper,Morning,Overdue,10750.2,53.64,0.8302,141.76,37.66,1581.6,86.01,44.69,27.29,62.14,1
OD-001,Conveyor,Night,Recent,614.4,98.73,4.3109,67.53,275.67,1244.4,69.39,101.72,39.21,104.96,0
CG-002,Loader,Morning,On Schedule,3693.2,74.6,2.9136,83.78,81.33,1239.7,74.51,61.82,64.73,86.34,0
JH-002,Dumper,Morning,On Schedule,11768.9,109.49,3.74,80.17,277.18,1122.2,,51.35,76.77,116.22,1
CG-001,Drill Rig,Afternoon,Overdue,6520.1,68.7,1.724,111.62,107.47,1024.6,71.49,107.23,60.48,79.51,0
OD-001,Drill Rig,Morning,On Schedule,7553.1,54.08,2.1693,131.66,248.22,1510.5,84.36,84.91,55.44,56.28,1
CG-001,Conveyor,Morning,On Schedule,166.0,41.66,3.8292,106.56,170.14,1565.3,79.97,88.91,56.56,56.09,0
JH-001,Dumper,Afternoon,Overdue,5870.4,53.73,,115.09,212.11,2059.5,84.6,43.38,37.92,60.36,0
JH-001,Loader,Afternoon,On Schedule,11861.1,49.0,4.0087,140.78,102.1,946.6,65.87,29.59,68.1,58.01,1
CG-002,Drill Rig,Afternoon,Overdue,4564.7,29.97,4.3221,120.89,98.66,1486.0,82.59,54.41,39.66,46.35,0
CG-002,Excavator,Afternoon,Recent,1254.8,64.85,2.1876,126.73,46.18,1089.8,73.87,72.94,87.18,73.63,0
CG-002,Dumper,Night,On Schedule,5596.7,43.6,0.8855,107.76,198.58,970.7,91.13,92.6,53.46,45.64,1
JH-002,Crusher,Morning,On Schedule,11559.8,63.98,2.5906,110.7,224.62,1779.6,68.52,68.7,65.72,73.56,0
CG-001,Dumper,Night,On Schedule,4167.8,81.1,2.7707,106.46,251.4,,85.66,82.25,59.73,93.08,0
JH-002,Drill Rig,Afternoon,On Schedule,9607.2,22.17,6.2185,84.09,25.83,1115.0,82.35,55.32,32.63,42.96,1
OD-001,Excavator,Afternoon,On Schedule,9606.3,66.77,,112.75,59.44,2260.0,73.59,39.67,52.03,86.01,0
JH-002,Excavator,Morning,On Schedule,2578.2,71.34,2.4088,79.99,135.65,1606.0,75.16,55.97,42.03,80.9,0
JH-002,Crusher,Night,On Schedule,5376.1,58.45,3.0343,72.54,189.96,981.6,,69.53,59.05,69.25,0
CG-001,Loader,Night,Overdue,8615.7,40.54,3.7467,86.39,281.09,,90.57,29.65,74.66,,1
CG-002,Drill Rig,Afternoon,Overdue,4985.2,111.64,2.0146,73.14,150.07,2169.3,72.8,94.06,60.57,109.49,0
CG-002,Dumper,Night,On Schedule,2373.0,82.1,4.0259,119.28,319.91,,73.92,55.2,73.12,93.03,0
CG-001,Drill Rig,Morning,Overdue,11613.2,68.69,0.9037,264.1,171.24,,74.13,110.24,34.03,76.85,0
JH-001,Crusher,Afternoon,Overdue,7843.9,56.8,7.378,80.18,143.15,1222.1,83.93,37.65,54.83,65.82,0
JH-002,Loader,Morning,Overdue,10399.0,57.94,1.5182,104.28,140.65,1979.0,83.25,97.26,47.85,71.26,0
OD-002,Loader,Night,On Schedule,400.4,56.47,2.4918,,300.64,1325.1,78.18,47.24,86.62,53.49,0
JH-001,Dumper,Night,On Schedule,3276.2,29.33,3.5695,,247.49,1721.1,65.43,106.55,94.93,44.56,1
OD-002,Drill Rig,Morning,Overdue,6074.6,69.08,5.722,79.85,69.33,1079.4,84.91,106.23,57.78,71.1,0
OD-001,Excavator,Afternoon,On Schedule,902.6,62.89,,72.63,170.01,1152.3,90.22,39.79,51.16,71.31,0
OD-001,Loader,Morning,Overdue,11917.1,53.44,2.3781,117.62,208.03,1867.7,80.59,66.94,79.78,57.33,1
OD-002,Crusher,Afternoon,On Schedule,2913.9,55.21,2.8642,111.82,204.32,1069.6,74.45,30.48,91.47,30.72,0
OD-001,Conveyor,Afternoon,Overdue,4554.1,35.34,4.7431,84.71,186.97,711.8,99.52,65.75,51.64,46.3,1
OD-002,Loader,Night,Recent,2646.7,61.77,2.7934,76.8,148.28,1655.9,98.34,114.49,24.3,74.44,0
JH-002,Crusher,Night,On Schedule,1354.8,61.34,2.4284,63.61,43.7,,67.21,61.64,57.44,81.04,0
JH-002,Drill Rig,Afternoon,On Schedule,2866.5,81.61,3.198,80.46,157.82,1781.5,87.01,75.83,35.48,93.75,0
OD-002,Loader,Afternoon,On Schedule,3677.3,65.8,2.2392,103.79,185.07,,,44.85,61.47,77.55,0
JH-002,Drill Rig,Night,Overdue,7649.9,39.73,2.6233,70.08,78.17,,54.47,56.91,32.05,,1
OD-001,Conveyor,Morning,On Schedule,3446.7,82.08,9.5243,133.34,181.3,1310.7,77.53,59.9,31.41,88.03,1
OD-001,Crusher,Night,On Schedule,4411.1,68.28,1.9726,64.37,252.7,1718.6,81.44,62.27,52.37,81.15,0
JH-001,Conveyor,Morning,Overdue,170.7,64.24,1.1449,,157.68,1434.9,97.2,35.31,84.57,81.16,0
OD-002,Drill Rig,Morning,On Schedule,4452.1,52.05,5.9675,89.41,130.02,890.2,57.64,86.35,87.78,67.63,1
OD-001,Drill Rig,Afternoon,Overdue,6453.2,55.2,4.9575,68.08,141.35,1334.4,77.94,90.89,64.83,62.16,1
CG-001,Drill Rig,Morning,On Schedule,2028.0,64.94,1.7447,92.44,48.58,1154.7,77.42,86.43,90.49,78.54,0
JH-001,Loader,Night,Overdue,7209.5,73.43,,94.42,211.5,795.8,66.92,84.17,77.19,93.12,0
CG-001,Crusher,Night,Recent,3588.5,,2.2067,92.99,81.57,2252.9,79.2,71.89,91.52,,0
JH-002,Excavator,Night,On Schedule,7621.4,71.88,3.1288,109.19,44.18,1535.8,80.96,35.13,29.82,84.11,0
JH-001,Dumper,Morning,Recent,411.7,47.35,3.4082,85.34,163.71,1673.3,87.65,77.93,44.48,53.14,0
JH-002,Drill Rig,Morning,Recent,10662.4,,6.2926,104.32,236.08,2052.8,67.84,37.66,53.52,64.4,1
OD-002,Conveyor,Morning,On Schedule,291.8,80.49,1.2169,123.32,203.5,1210.9,76.89,65.62,94.84,90.07,0
CG-002,Drill Rig,Night,On Schedule,1610.8,48.6,1.1133,60.68,89.5,1357.7,67.09,29.09,45.61,58.27,0
CG-001,Drill Rig,Morning,On Schedule,9348.2,42.57,5.1515,128.8,34.79,1689.3,63.27,111.74,37.93,55.83,1
OD-001,Excavator,Night,Overdue,646.2,43.66,,90.25,200.73,1426.0,60.29,40.63,37.11,59.68,0
OD-001,Dumper,Morning,Recent,8560.9,66.6,3.5775,91.0,241.08,1900.0,95.38,68.15,23.08,77.59,0
JH-001,Drill Rig,Night,Recent,11655.4,71.88,2.6344,114.15,99.45,1546.6,77.67,79.95,51.26,80.07,1
CG-002,Dumper,Morning,On Schedule,10473.0,81.45,1.1204,80.96,55.67,1886.2,67.45,106.4,32.85,85.0,1
OD-002,Loader,Afternoon,Recent,8550.9,65.85,0.8127,133.42,192.14,1480.8,75.88,49.91,78.16,73.87,1
CG-001,Drill Rig,Afternoon,On Schedule,11506.3,68.66,4.3455,66.25,186.64,,83.36,26.32,27.61,,0
OD-001,Crusher,Afternoon,Recent,5214.8,88.32,3.0635,117.71,178.47,1565.9,,103.53,74.4,96.72,0
OD-001,Crusher,Night,On Schedule,10487.3,57.18,1.4656,110.66,36.82,885.2,83.61,66.9,54.3,60.54,1
OD-002,Drill Rig,Afternoon,On Schedule,4335.9,46.72,,99.16,22.38,1608.9,73.03,89.38,90.72,61.85,0
CG-001,Crusher,Morning,Overdue,11164.2,44.27,7.7814,128.51,79.69,1862.1,,37.73,62.03,58.45,1
CG-002,Drill Rig,Afternoon,On Schedule,1870.5,84.24,1.9597,139.45,69.56,1587.5,91.49,57.81,33.05,95.76,0
JH-001,Excavator,Afternoon,Overdue,11286.3,31.91,2.4137,125.17,193.39,1354.8,76.91,78.19,37.21,40.43,1
JH-001,Conveyor,Afternoon,Overdue,10009.3,36.64,4.8753,68.13,117.83,1252.4,76.5,30.43,89.17,47.02,1
CG-001,Drill Rig,Morning,On Schedule,10168.1,75.42,4.1712,107.16,180.1,1567.0,72.41,30.54,27.32,86.37,1
CG-001,Loader,Morning,Overdue,1574.7,72.92,1.2465,162.9,137.17,1937.4,64.71,113.84,21.18,80.35,0
JH-001,Conveyor,Night,Overdue,7198.2,53.95,,96.88,79.64,1224.9,103.27,41.21,54.55,62.32,0
JH-001,Conveyor,Night,Overdue,295.1,68.42,1.8586,110.68,96.93,1844.1,92.51,60.0,92.69,54.44,0
OD-001,Drill Rig,Night,On Schedule,8682.1,55.06,3.6638,99.9,191.02,2186.7,,31.42,71.69,66.5,0
CG-001,Drill Rig,Afternoon,On Schedule,192.1,68.46,3.0856,120.56,69.02,1054.6,85.76,98.26,28.73,82.47,0
OD-001,Excavator,Afternoon,On Schedule,1109.4,72.95,2.1401,119.12,276.66,1959.7,100.69,34.32,67.19,84.57,0
CG-002,Conveyor,Night,On Schedule,2783.4,37.9,,85.41,314.53,,,39.37,87.53,53.95,1
CG-002,Dumper,Night,Overdue,10514.0,86.69,1.1715,44.16,32.5,1300.4,,98.79,76.64,87.46,1
JH-001,Drill Rig,Night,Recent,4426.6,41.16,1.5681,105.04,213.65,1438.8,76.0,55.01,85.12,53.4,0
JH-001,Dumper,Night,Recent,6525.5,70.17,0.8719,117.07,112.76,,71.75,101.89,78.19,76.56,0
OD-002,Conveyor,Morning,On Schedule,6860.4,104.52,3.4552,77.24,27.85,1640.5,80.64,30.99,75.93,115.98,1
CG-002,Dumper,Morning,Recent,2783.0,62.29,4.963,119.25,315.56,1601.9,76.03,83.22,22.93,71.31,0
CG-001,Drill Rig,Night,Recent,6908.5,80.05,3.1784,122.92,283.5,1152.9,58.44,57.88,88.29,,1
JH-001,Loader,Night,On Schedule,7965.3,,9.9089,,218.74,1520.3,79.49,113.28,56.93,66.78,1
OD-002,Excavator,Afternoon,On Schedule,3649.1,59.5,1.8666,68.96,139.87,1274.2,75.42,56.9,85.09,63.58,1
OD-001,Conveyor,Afternoon,On Schedule,5081.7,64.28,3.3003,131.13,178.07,1397.5,83.32,30.16,77.85,69.3,0
OD-001,Dumper,Afternoon,On Schedule,5491.8,70.14,4.3332,79.43,215.49,1690.1,90.45,80.51,38.77,84.56,0
JH-002,Excavator,Morning,Recent,11195.0,59.95,1.2241,116.2,174.46,804.3,,54.47,69.38,82.1,1
OD-002,Conveyor,Night,On Schedule,7091.2,72.73,7.4449,74.52,273.77,,66.84,109.42,51.79,89.25,0
OD-001,Conveyor,Night,On Schedule,11384.2,81.7,3.8666,,173.89,1439.5,73.95,70.45,81.57,83.99,1
JH-002,Crusher,Afternoon,On Schedule,6716.8,36.57,,,59.16,1768.4,92.12,90.35,25.17,,1
JH-002,Excavator,Afternoon,Overdue,6056.7,64.35,,100.12,233.64,1869.6,97.65,39.66,33.61,74.08,0
OD-001,Loader,Afternoon,Recent,142.0,100.78,2.9252,66.58,244.22,1396.9,71.77,32.21,29.68,117.44,0
JH-001,Dumper,Morning,Overdue,5822.6,71.13,3.2689,102.63,148.34,1031.9,88.7,102.37,84.4,86.68,0
OD-001,Loader,Afternoon,On Schedule,11136.7,,2.1403,100.69,265.74,1244.9,104.14,29.79,75.93,64.76,1
CG-001,Excavator,Morning,Overdue,2460.6,70.61,1.9516,87.51,221.09,1544.0,85.49,60.2,37.72,76.15,0
OD-002,Crusher,Afternoon,Overdue,719.9,54.24,1.8509,118.23,62.77,1409.7,66.5,45.66,81.49,60.14,0
JH-002,Conveyor,Afternoon,On Schedule,4940.7,75.19,1.2673,,195.11,,55.99,103.41,48.15,86.79,0
OD-002,Excavator,Afternoon,On Schedule,4531.5,45.7,3.7727,100.9,117.28,1460.5,73.04,65.14,84.05,51.83,1
CG-002,Excavator,Afternoon,Overdue,10300.1,,2.8547,100.15,26.77,1441.0,71.4,87.61,23.18,88.36,1
JH-001,Crusher,Night,On Schedule,416.7,56.4,3.9856,80.12,166.78,1779.0,72.8,78.95,78.43,64.2,0
JH-001,Conveyor,Night,On Schedule,11049.8,,0.9964,88.52,83.71,1248.3,78.58,98.51,84.21,90.25,1
JH-001,Dumper,Afternoon,On Schedule,8202.7,69.84,,66.15,138.06,1818.5,76.53,55.03,72.95,91.16,1
JH-001,Drill Rig,Afternoon,On Schedule,10860.3,66.22,3.1276,84.27,70.77,,68.11,84.39,43.4,65.28,0
OD-001,Conveyor,Morning,On Schedule,7329.6,72.99,1.5861,97.5,219.51,1527.9,100.76,66.07,30.3,78.53,1
JH-002,Conveyor,Morning,Overdue,9762.2,34.76,0.6293,87.86,288.09,1187.6,74.59,51.07,34.48,52.61,1
OD-002,Drill Rig,Night,Overdue,4093.0,42.7,2.2715,88.17,286.65,831.5,59.8,112.35,39.4,,1
CG-001,Dumper,Night,Overdue,4259.8,62.51,6.6203,85.25,188.05,1658.3,99.77,96.69,86.87,74.59,0
OD-002,Drill Rig,Morning,On Schedule,4739.5,62.78,1.9543,110.15,285.72,1050.9,89.08,105.25,45.36,75.94,0
OD-002,Drill Rig,Morning,Recent,9082.1,63.93,1.704,90.6,122.3,,72.23,88.43,27.27,76.64,0
JH-002,Crusher,Afternoon,Overdue,4494.6,74.92,2.5116,,246.79,1209.3,76.12,28.65,48.55,,0
OD-001,Drill Rig,Morning,Overdue,2982.4,95.44,1.4791,119.23,89.21,977.3,72.36,105.27,38.58,104.28,0
JH-001,Drill Rig,Morning,Overdue,11258.3,80.01,3.8202,115.97,257.02,755.9,79.2,59.27,58.52,87.07,1
OD-001,Excavator,Afternoon,Overdue,10905.3,72.5,2.9826,108.37,305.69,1624.6,91.62,78.45,65.23,,0
CG-002,Drill Rig,Afternoon,Overdue,4250.7,57.3,1.7455,93.52,303.47,1533.9,71.1,79.42,47.64,63.72,0
OD-002,Crusher,Afternoon,Overdue,7652.2,54.41,3.4049,70.09,95.88,1505.0,95.37,68.71,92.96,,1
OD-002,Excavator,Night,Recent,3358.7,93.88,6.1153,71.26,181.45,1132.3,86.27,85.46,24.13,102.55,0
OD-001,Drill Rig,Night,Recent,2552.8,,2.0764,107.24,41.14,1581.4,61.77,71.45,28.38,84.87,0
CG-001,Excavator,Morning,On Schedule,4102.4,87.17,5.529,161.62,166.12,,90.12,93.56,61.51,106.79,1
OD-002,Loader,Morning,On Schedule,3992.5,51.48,3.1241,73.05,215.75,1539.7,92.15,65.0,28.21,66.37,1
OD-001,Excavator,Afternoon,On Schedule,10599.1,44.34,4.7746,94.94,37.33,1715.7,86.56,41.9,25.72,54.57,1
OD-002,Excavator,Night,Overdue,9885.4,63.6,3.5988,86.01,306.86,865.7,,112.86,92.0,66.61,0
JH-002,Excavator,Night,Recent,8544.5,53.4,1.4543,117.0,66.6,,103.83,72.81,32.62,63.87,1
JH-001,Conveyor,Night,Overdue,11516.2,69.26,,109.06,67.88,1353.5,,26.7,83.01,,0
OD-001,Conveyor,Afternoon,Recent,5128.3,70.97,1.3714,94.11,310.5,1827.3,65.61,65.36,88.36,80.0,0
CG-002,Excavator,Afternoon,On Schedule,3015.9,83.21,1.7957,128.77,292.05,1104.7,66.33,80.2,53.85,71.02,0
CG-001,Loader,Afternoon,On Schedule,1497.0,43.25,6.8996,91.56,223.11,1491.7,75.35,41.44,41.56,53.58,0
CG-002,Excavator,Morning,Overdue,3682.5,47.79,1.3068,144.63,281.38,1602.7,66.84,48.46,77.15,,1
JH-001,Drill Rig,Afternoon,On Schedule,1828.6,9.98,1.9213,133.74,126.79,1604.5,63.94,56.64,27.1,22.89,1
CG-002,Excavator,Morning,On Schedule,1197.0,67.94,5.4381,59.2,239.65,949.1,60.48,90.56,20.66,77.79,0
OD-002,Dumper,Night,On Schedule,7274.9,76.63,3.2282,115.87,164.35,1805.3,82.57,77.97,39.89,53.8,1
OD-001,Crusher,Morning,On Schedule,4433.8,45.1,4.0585,73.72,167.17,1955.4,74.54,75.49,82.71,59.3,1
JH-002,Conveyor,Night,Recent,6818.4,59.62,0.8373,,29.12,1267.1,,80.83,28.43,71.46,0
CG-001,Dumper,Afternoon,Overdue,2376.9,87.53,2.3624,119.5,235.76,1854.9,61.68,76.58,64.8,94.98,1
CG-001,Conveyor,Night,Recent,8155.2,86.1,3.2075,104.48,266.67,1193.6,82.59,93.71,61.86,74.13,0
CG-001,Drill Rig,Morning,Recent,2664.5,60.16,7.5056,118.57,309.56,1606.1,,113.36,51.67,69.82,0
JH-002,Dumper,Morning,On Schedule,3408.5,54.81,3.732,130.44,247.27,1452.8,89.31,100.6,56.05,63.66,1
OD-001,Loader,Night,Recent,8926.9,77.77,3.7168,75.09,237.37,1730.1,,96.5,85.32,85.18,1
OD-002,Drill Rig,Morning,On Schedule,6760.9,82.48,1.9743,85.78,283.01,1766.7,113.37,70.08,94.19,91.77,1
JH-002,Loader,Night,On Schedule,4084.6,55.8,3.4376,104.05,212.47,,67.73,43.42,49.44,61.7,1
OD-001,Crusher,Morning,Overdue,6561.6,56.87,,64.67,147.25,1152.9,64.77,40.35,28.45,70.18,0
CG-002,Excavator,Afternoon,On Schedule,8358.4,54.74,,88.05,178.66,1169.3,93.31,75.93,41.97,65.62,1
OD-001,Dumper,Morning,On Schedule,10954.4,41.26,,119.22,115.69,1314.6,78.01,100.56,69.26,47.0,1
JH-001,Excavator,Afternoon,Overdue,7010.5,59.42,6.031,70.01,60.39,,64.21,82.71,38.76,,0
OD-001,Crusher,Morning,On Schedule,2869.0,81.89,5.1723,,65.56,959.4,77.31,90.2,48.04,101.99,0
OD-001,Crusher,Morning,On Schedule,8985.7,52.8,2.7032,93.53,117.04,1488.1,63.65,30.13,56.51,67.21,1
OD-002,Excavator,Night,Overdue,9355.5,91.96,3.0364,62.24,73.23,1457.6,,38.44,72.85,97.89,1
CG-002,Loader,Night,Recent,2484.8,86.52,0.79,121.07,134.9,1849.2,54.16,30.75,53.62,98.18,0
CG-001,Conveyor,Morning,Recent,9864.8,,6.95,152.09,124.18,1581.9,58.93,39.02,86.09,69.5,1
OD-001,Loader,Morning,Overdue,5632.7,66.67,2.6004,163.99,243.92,1275.1,85.73,45.38,70.32,75.11,0
CG-001,Drill Rig,Morning,Recent,9379.2,36.1,2.8161,,52.46,,89.04,51.62,52.89,44.41,1
JH-001,Drill Rig,Morning,Overdue,2926.0,50.59,1.8878,128.94,70.97,1822.8,96.51,27.68,84.93,59.27,1
CG-002,Dumper,Afternoon,Overdue,4057.7,39.94,1.3903,82.67,91.07,1506.4,102.8,55.48,37.74,38.53,1
OD-002,Loader,Afternoon,On Schedule,11449.0,,0.3131,104.24,214.92,1209.6,95.26,67.97,49.16,60.52,1
CG-001,Drill Rig,Afternoon,Overdue,7928.0,,2.1657,103.65,246.27,1980.3,83.24,110.02,92.07,97.34,0
OD-002,Crusher,Morning,Overdue,9297.2,62.18,,62.67,36.0,1281.9,82.97,68.82,23.85,67.18,0
CG-001,Loader,Afternoon,Recent,8291.7,37.86,4.5312,106.13,169.66,1407.3,66.47,77.92,83.48,55.57,1
CG-002,Conveyor,Afternoon,Overdue,2531.2,33.73,3.8667,123.26,69.18,1148.9,89.74,77.05,84.6,45.33,1
CG-002,Loader,Afternoon,Overdue,5701.2,80.44,2.3817,109.57,53.29,1532.2,91.05,73.93,47.64,,0
OD-002,Loader,Afternoon,On Schedule,9726.7,69.97,3.6344,116.79,278.53,,69.65,54.47,70.77,77.63,1
JH-002,Loader,Morning,Overdue,8132.9,30.55,3.5512,76.51,144.1,1274.7,86.65,58.22,25.91,39.14,1
CG-002,Drill Rig,Night,On Schedule,171.7,34.18,3.0895,96.17,99.29,2208.1,89.78,103.68,94.17,40.05,0
OD-001,Drill Rig,Night,On Schedule,1140.2,67.04,2.9823,119.85,287.51,1513.5,81.44,40.54,62.05,78.91,0
OD-001,Excavator,Night,On Schedule,4226.9,64.48,,122.03,142.3,,79.41,54.04,22.07,75.08,0
CG-001,Loader,Afternoon,On Schedule,11337.9,62.21,3.9438,,134.78,1913.6,74.83,60.97,75.05,76.3,1
CG-002,Drill Rig,Afternoon,Recent,5945.2,52.87,,96.35,241.38,1385.0,94.74,84.62,88.8,64.95,0
OD-001,Dumper,Morning,On Schedule,3315.1,,6.0832,54.86,192.52,1594.8,103.38,95.27,45.33,79.19,1
JH-002,Conveyor,Afternoon,Recent,4389.0,52.13,8.7087,147.69,249.69,1392.7,89.8,109.45,76.31,59.76,0
OD-001,Loader,Afternoon,Recent,2606.8,80.85,3.8292,87.63,296.28,1245.8,81.71,61.8,47.44,96.34,0
OD-001,Drill Rig,Night,On Schedule,5112.3,75.66,4.1434,112.45,52.47,1341.2,78.82,93.66,91.66,91.98,0
OD-002,Excavator,Morning,Overdue,2694.6,,6.6319,105.56,301.31,967.8,79.19,30.33,44.49,85.54,0
JH-001,Dumper,Night,On Schedule,10164.5,98.19,1.4265,140.66,184.38,1660.2,67.43,84.43,93.1,94.98,1
CG-002,Conveyor,Night,On Schedule,5529.6,78.95,4.0259,95.48,272.71,474.7,84.03,65.87,21.72,97.16,0
OD-002,Excavator,Night,Overdue,3429.6,70.21,3.9392,,36.34,1276.5,85.2,66.93,24.5,67.64,0
JH-001,Dumper,Night,Overdue,11201.4,51.45,2.1236,67.65,263.43,,72.65,109.9,88.35,73.91,1
JH-001,Loader,Night,Overdue,3840.8,,7.6272,95.53,155.57,,67.76,65.35,70.7,81.35,0
CG-001,Conveyor,Morning,On Schedule,10925.6,80.15,1.6281,131.1,249.35,1740.5,101.92,52.35,47.56,82.34,1
OD-002,Drill Rig,Morning,Overdue,616.7,98.02,1.9838,,315.5,1931.9,75.88,82.58,39.02,72.28,0
CG-002,Conveyor,Afternoon,On Schedule,8514.7,87.73,3.0774,136.43,258.43,,84.49,74.85,43.95,94.08,1
JH-002,Drill Rig,Night,Recent,5858.3,77.65,1.8848,74.83,45.38,1236.1,69.25,76.04,46.32,,0
JH-002,Excavator,Morning,On Schedule,5386.2,81.39,4.5638,63.85,106.94,,79.31,48.98,92.21,93.75,0
CG-002,Excavator,Morning,On Schedule,532.2,,2.4137,118.68,133.86,2261.7,87.16,39.03,43.55,96.94,0
CG-002,Excavator,Afternoon,On Schedule,584.1,83.43,8.1089,136.5,31.19,1301.6,88.74,94.36,28.51,,0
CG-001,Crusher,Afternoon,Overdue,4059.8,46.67,2.2131,45.3,212.56,1337.7,58.64,108.21,88.7,60.07,0
OD-001,Conveyor,Night,Overdue,11370.7,76.36,4.1928,147.28,160.08,1103.0,62.73,48.46,55.96,88.47,1
JH-001,Crusher,Morning,Recent,7450.2,59.58,2.9022,85.3,190.11,1689.6,85.54,88.61,53.68,74.34,0
JH-001,Crusher,Night,On Schedule,4489.6,76.98,2.1478,79.77,142.15,1149.5,67.77,71.34,69.31,84.22,0
JH-002,Crusher,Morning,Overdue,7382.5,47.02,0.8597,96.81,180.7,1512.1,80.85,92.04,52.75,60.09,1
CG-002,Conveyor,Night,Recent,2553.0,74.6,4.2947,70.33,124.47,1636.9,61.57,43.38,81.02,88.95,0
OD-001,Dumper,Afternoon,On Schedule,2064.3,82.64,1.2105,,93.59,1643.1,72.24,93.85,69.12,100.23,0
CG-002,Loader,Afternoon,Overdue,4405.6,74.75,5.3376,,132.3,1396.2,71.54,62.43,77.64,86.02,0
CG-002,Dumper,Afternoon,On Schedule,10373.9,57.16,,125.93,142.75,1556.0,73.33,111.82,79.98,62.84,1
JH-001,Excavator,Morning,Overdue,6161.9,71.81,6.6192,101.44,52.03,1766.8,70.41,52.49,20.14,80.93,0
OD-001,Crusher,Morning,On Schedule,3633.1,65.87,2.4455,85.65,235.35,,64.91,80.61,53.99,70.22,0
CG-002,Loader,Night,On Schedule,11408.0,69.44,2.6174,93.17,80.41,918.8,81.62,88.47,39.64,78.33,0
CG-002,Conveyor,Morning,Overdue,9810.0,78.84,2.9531,69.78,138.65,1112.0,,31.34,77.91,,0
OD-001,Loader,Morning,Overdue,3943.4,53.2,2.7894,84.5,91.58,2124.1,,51.08,42.79,52.23,0
OD-002,Conveyor,Afternoon,On Schedule,11668.0,32.69,3.7154,142.44,16.67,1527.2,94.17,32.08,59.46,45.87,1
CG-001,Loader,Night,On Schedule,11849.5,81.79,1.5776,52.27,261.2,2071.9,62.87,50.04,62.69,93.52,1
JH-001,Drill Rig,Morning,Overdue,4963.1,74.88,8.2434,108.86,146.59,1756.5,102.99,33.73,46.05,75.78,1
JH-001,Excavator,Night,On Schedule,7905.5,,,131.04,56.59,1500.5,73.34,70.88,81.23,74.1,1
JH-002,Dumper,Night,Overdue,4927.3,130.27,8.0354,102.99,25.35,1707.7,77.66,62.22,33.35,115.59,0
JH-001,Crusher,Night,Overdue,3162.4,,4.7111,142.14,130.86,1275.5,104.55,104.59,93.93,123.11,0
JH-002,Conveyor,Morning,On Schedule,1083.6,71.11,0.9116,118.22,28.65,1427.1,91.05,78.66,59.13,76.51,0
CG-001,Dumper,Morning,On Schedule,3237.0,81.44,4.0057,134.76,292.2,1111.6,,114.08,78.63,84.12,0
JH-001,Dumper,Afternoon,On Schedule,3330.6,54.65,2.2491,75.86,52.12,,85.74,112.42,32.24,65.43,0
OD-001,Excavator,Morning,On Schedule,4843.8,42.17,2.392,110.09,237.69,1284.1,62.47,30.57,55.24,52.2,0
JH-001,Drill Rig,Night,Recent,2300.1,47.88,1.0487,112.27,304.04,1712.0,67.55,59.19,35.71,53.54,0
CG-001,Loader,Morning,Overdue,11450.4,72.95,,113.04,197.36,1236.9,73.04,112.7,40.31,86.06,0
CG-002,Loader,Morning,On Schedule,1324.3,58.5,1.7156,120.18,303.18,1650.0,98.91,113.73,78.06,74.77,0
CG-002,Drill Rig,Night,Overdue,7540.0,81.0,2.6467,111.1,290.17,1509.4,,29.49,35.29,93.3,0
OD-001,Drill Rig,Afternoon,Recent,5356.2,65.85,3.5383,109.86,240.73,1682.8,84.05,113.53,30.4,78.21,0
