attendance_id,worker_id,mine_id,shift_date,shift_type,attendance_status,check_in_time,check_out_time,training_status,training_expiry,medical_fitness,medical_expiry,ppe_status,ppe_issues
ATT-00188,WRK-9051,OD-002,2023-03-10,Afternoon,Present,14:24:00,22:22:00,Pending,2023-02-12,Fit,2023-07-27,Compliant,
ATT-00189,WRK-3153,OD-002,2023-01-17,Afternoon,Present,15:27:00,23:49:00,Expired,2022-12-20,Fit,2024-01-02,Compliant,
ATT-00190,WRK-8683,JH-002,2023-03-02,Night,Present,23:31:00,08:14:00,Pending,2023-02-05,Pending,2023-02-05,Non-Compliant,Boots missing
ATT-00191,WRK-4584,OD-002,2023-03-05,Morning,Present,06:18:00,16:40:00,Pending,2023-02-19,Fit,2023-07-03,Compliant,
ATT-00192,WRK-2512,OD-002,2023-02-21,Afternoon,Present,14:26:00,22:59:00,Certified,2023-07-07,Fit,2024-02-13,Compliant,
ATT-00193,WRK-4417,OD-001,2023-03-10,Night,Present,23:23:00,07:43:00,Certified,2023-09-10,Unfit,2023-02-17,Partial,Boots missing
ATT-00194,WRK-0806,CG-002,2023-03-08,Morning,Present,08:28:00,16:48:00,Certified,2023-11-01,Unfit,2023-03-06,Compliant,
ATT-00195,WRK-8176,CG-002,2023-01-06,Night,Present,22:16:00,07:36:00,Certified,2023-10-31,Fit,2023-12-08,Non-Compliant,Helmet missing
ATT-00196,WRK-2467,OD-001,2023-03-31,Afternoon,Present,15:37:00,23:56:00,Certified,2023-09-10,Fit,2023-12-29,Compliant,
ATT-00197,WRK-0638,CG-002,2023-03-18,Night,Present,22:24:00,07:38:00,Certified,2023-06-16,Unfit,2023-03-02,Compliant,
ATT-00198,WRK-5654,JH-003,2023-03-29,Morning,Present,06:55:00,15:00:00,Certified,2023-11-02,Fit,2023-11-26,Compliant,
ATT-00199,WRK-9583,CG-001,2023-02-24,Night,Present,22:10:00,06:55:00,Certified,2023-11-25,Fit,2023-12-13,Compliant,
ATT-00200,WRK-7399,CG-001,2023-01-05,Night,Present,23:34:00,08:45:00,Certified,2023-12-22,Fit,2023-08-19,Compliant,
ATT-00201,WRK-0236,CG-001,2023-03-17,Afternoon,Present,14:23:00,23:30:00,Certified,2024-01-18,Fit,2023-07-02,Non-Compliant,Boots missing
ATT-00202,WRK-5563,OD-002,2023-03-30,Night,Present,22:37:00,08:47:00,Expired,2023-03-23,Fit,2023-11-26,Compliant,
ATT-00203,WRK-7137,CG-002,2023-02-22,Afternoon,Present,15:55:00,22:21:00,Certified,2024-01-20,Fit,2023-12-13,Compliant,
ATT-00204,WRK-0759,OD-001,2023-03-18,Afternoon,Present,14:30:00,22:14:00,Certified,2024-02-28,Fit,2023-09-03,Compliant,
ATT-00205,WRK-8331,OD-001,2023-03-09,Afternoon,Present,16:08:00,23:19:00,Expired,2023-02-10,Fit,2023-11-26,Compliant,
ATT-00206,WRK-6079,CG-001,2023-01-10,Afternoon,Present,14:55:00,22:35:00,Certified,2023-06-22,Fit,2023-08-14,Partial,Helmet missing
ATT-00207,WRK-7271,JH-002,2023-01-30,Afternoon,Present,14:08:00,22:01:00,Certified,2023-06-22,Fit,2023-09-30,Partial,None
ATT-00208,WRK-7763,JH-003,2023-03-21,Afternoon,Present,14:16:00,23:28:00,Certified,2024-02-08,Unfit,2023-03-14,Compliant,
ATT-00209,WRK-4370,JH-001,2023-02-06,Morning,On Leave,,,Certified,2023-11-01,Fit,2023-08-04,Non-Compliant,None
ATT-00210,WRK-4451,OD-002,2023-02-06,Night,Present,22:49:00,08:35:00,Certified,2024-01-31,Fit,2023-08-26,Compliant,
ATT-00211,WRK-8834,CG-002,2023-02-07,Morning,Present,06:06:00,14:32:00,Certified,2023-06-12,Fit,2023-10-30,Partial,None
ATT-00212,WRK-7890,JH-003,2023-03-25,Morning,Present,08:41:00,15:10:00,Expired,2023-03-03,Fit,2024-03-05,Non-Compliant,Boots missing
ATT-00213,WRK-8823,JH-001,2023-03-12,Morning,Present,07:58:00,14:08:00,Expired,2023-02-20,Fit,2023-08-20,Compliant,
ATT-00214,WRK-6801,CG-002,2023-03-17,Night,Present,22:11:00,06:59:00,Pending,2023-03-08,Fit,2023-11-03,Compliant,
ATT-00215,WRK-6876,CG-002,2023-03-22,Night,Present,23:56:00,06:05:00,Certified,2024-02-24,Pending,2023-03-21,Compliant,
ATT-00216,WRK-1282,CG-002,2023-01-13,Afternoon,Present,16:26:00,23:20:00,Certified,2023-06-21,Fit,2024-01-12,Compliant,
ATT-00217,WRK-1770,CG-001,2023-01-18,Afternoon,Present,15:42:00,22:28:00,Expired,2022-12-21,Fit,2023-05-13,Compliant,
ATT-00218,WRK-7609,OD-001,2023-01-31,Morning,Present,06:39:00,14:59:00,Expired,2023-01-25,Fit,2023-07-01,Compliant,
ATT-00219,WRK-0105,JH-002,2023-01-16,Afternoon,On Leave,,,Certified,2024-01-10,Fit,2023-06-17,Compliant,
ATT-00220,WRK-1786,OD-002,2023-01-31,Morning,Absent,,,Certified,2023-12-16,Pending,2023-01-16,Compliant,
ATT-00221,WRK-1521,OD-002,2023-02-15,Morning,Present,06:38:00,15:44:00,Certified,2023-07-21,Fit,2023-12-04,Compliant,
ATT-00222,WRK-7858,JH-001,2023-02-07,Night,Present,23:02:00,06:28:00,Expired,2023-01-21,Fit,2023-09-27,Compliant,
ATT-00223,WRK-6663,CG-001,2023-03-01,Afternoon,Present,14:47:00,23:07:00,Pending,2023-02-07,Fit,2023-08-26,Compliant,
ATT-00224,WRK-3436,JH-002,2023-01-23,Night,Present,23:47:00,07:49:00,Certified,2023-05-11,Unfit,2023-01-21,Compliant,
ATT-00225,WRK-0495,CG-002,2023-02-24,Afternoon,Present,15:42:00,23:13:00,Certified,2023-11-08,Fit,2024-02-18,Compliant,
ATT-00226,WRK-1035,JH-001,2023-03-16,Night,Absent,,,Certified,2024-02-20,Fit,2023-10-26,Compliant,
ATT-00227,WRK-3041,OD-002,2023-01-07,Afternoon,Present,15:31:00,22:08:00,Pending,2022-12-17,Fit,2023-05-07,Compliant,
ATT-00228,WRK-2491,CG-001,2023-02-15,Night,Present,22:08:00,06:30:00,Certified,2023-07-03,Pending,2023-02-05,Compliant,
ATT-00229,WRK-8793,OD-002,2023-02-02,Afternoon,Present,14:05:00,23:00:00,Certified,2023-11-17,Fit,2023-05-23,Compliant,
ATT-00230,WRK-3075,JH-002,2023-01-02,Afternoon,Present,15:47:00,22:38:00,Certified,2023-11-21,Fit,2023-08-31,Compliant,
ATT-00231,WRK-2401,CG-001,2023-03-09,Morning,Present,07:57:00,16:23:00,Pending,2023-02-14,Fit,2023-07-08,Compliant,
ATT-00232,WRK-5356,OD-001,2023-02-21,Night,Present,23:32:00,08:12:00,Certified,2024-01-21,Fit,2023-07-13,Non-Compliant,None
ATT-00233,WRK-9798,OD-001,2023-02-25,Afternoon,Present,14:34:00,23:43:00,Certified,2023-07-11,Pending,2023-02-06,Compliant,
ATT-00234,WRK-5362,JH-002,2023-03-18,Afternoon,Present,15:22:00,22:13:00,Pending,2023-03-01,Fit,2023-09-10,Compliant,
ATT-00235,WRK-6729,CG-002,2023-01-16,Morning,On Leave,,,Certified,2023-10-21,Fit,2023-12-08,Non-Compliant,None
ATT-00236,WRK-4608,JH-002,2023-01-22,Night,Present,23:06:00,06:09:00,Certified,2023-11-19,Fit,2023-07-15,Compliant,
ATT-00237,WRK-8823,OD-002,2023-01-28,Afternoon,Present,16:22:00,23:20:00,Pending,2023-01-16,Fit,2023-11-22,Partial,Helmet missing
ATT-00238,WRK-5724,OD-001,2023-02-18,Morning,Present,06:36:00,16:39:00,Certified,2023-09-29,Fit,2023-12-07,Compliant,
ATT-00239,WRK-5552,OD-001,2023-01-01,Afternoon,Present,16:16:00,22:11:00,Certified,2023-07-07,Fit,2023-12-19,Compliant,
ATT-00240,WRK-6166,JH-002,2023-03-03,Morning,Present,07:49:00,16:45:00,Certified,2023-06-15,Fit,2023-08-17,Partial,None
ATT-00241,WRK-7135,OD-001,2023-03-31,Afternoon,Present,15:13:00,22:13:00,Certified,2024-03-06,Fit,2023-07-11,Non-Compliant,Helmet missing
ATT-00242,WRK-7904,JH-001,2023-03-27,Afternoon,Present,14:09:00,23:37:00,Certified,2024-03-01,Pending,2023-03-20,Non-Compliant,Helmet missing
ATT-00243,WRK-8158,OD-001,2023-01-23,Afternoon,Present,14:03:00,23:03:00,Certified,2023-06-14,Fit,2023-07-09,Compliant,
ATT-00244,WRK-1270,OD-001,2023-03-24,Afternoon,Late,,,Expired,2023-03-09,Fit,2024-01-17,Partial,None
ATT-00245,WRK-2574,JH-003,2023-03-11,Night,Present,22:40:00,06:28:00,Expired,2023-03-02,Unfit,2023-02-16,Compliant,
ATT-00246,WRK-8270,OD-001,2023-02-03,Morning,Present,06:49:00,14:06:00,Expired,2023-01-19,Fit,2023-10-09,Compliant,
ATT-00247,WRK-8566,JH-001,2023-02-18,Morning,Late,,,Expired,2023-02-08,Fit,2024-02-06,Compliant,
ATT-00248,WRK-6468,CG-002,2023-02-24,Night,Present,22:32:00,06:58:00,Certified,2024-02-20,Fit,2023-10-22,Compliant,
ATT-00249,WRK-5810,JH-003,2023-02-01,Night,Present,23:20:00,07:00:00,Pending,2023-01-13,Fit,2023-08-07,Compliant,
ATT-00250,WRK-9508,CG-001,2023-01-18,Afternoon,Present,16:07:00,22:45:00,Certified,2023-04-30,Fit,2023-08-11,Compliant,
ATT-00251,WRK-2989,OD-002,2023-01-18,Night,Present,22:16:00,06:12:00,Pending,2022-12-29,Fit,2023-05-11,Partial,Boots missing
ATT-00252,WRK-1419,JH-003,2023-01-12,Afternoon,Present,15:50:00,23:11:00,Certified,2023-12-18,Pending,2023-01-10,Compliant,
ATT-00253,WRK-7688,CG-002,2023-03-06,Morning,Present,06:39:00,16:57:00,Certified,2023-07-30,Unfit,2023-02-09,Compliant,
ATT-00254,WRK-2928,CG-001,2023-02-28,Night,Present,23:03:00,07:41:00,Expired,2023-02-23,Fit,2023-10-19,Non-Compliant,None
ATT-00255,WRK-9996,OD-002,2023-02-19,Afternoon,Present,16:37:00,22:43:00,Certified,2023-11-18,Fit,2023-08-20,Compliant,
ATT-00256,WRK-5203,CG-002,2023-02-12,Morning,On Leave,,,Certified,2023-12-19,Fit,2023-06-04,Compliant,
ATT-00257,WRK-3887,JH-002,2023-02-14,Night,Present,23:29:00,08:53:00,Certified,2023-07-21,Unfit,2023-01-22,Non-Compliant,None
ATT-00258,WRK-5720,CG-002,2023-01-26,Afternoon,Present,16:56:00,23:33:00,Certified,2023-07-09,Fit,2023-06-11,Partial,None
ATT-00259,WRK-4474,CG-002,2023-01-17,Morning,Present,06:53:00,16:02:00,Certified,2023-10-11,Fit,2023-08-08,Compliant,
ATT-00260,WRK-8570,CG-001,2023-01-06,Night,Present,23:44:00,08:31:00,Expired,2022-12-16,Fit,2023-07-19,Compliant,
ATT-00261,WRK-2395,CG-002,2023-03-15,Morning,Present,08:59:00,15:52:00,Certified,2023-09-18,Fit,2023-10-16,Compliant,
ATT-00262,WRK-0643,JH-003,2023-03-15,Night,Present,23:36:00,07:17:00,Certified,2023-09-24,Unfit,2023-03-10,Compliant,
ATT-00263,WRK-3462,OD-001,2023-02-25,Night,Late,,,Pending,2023-02-01,Fit,2023-08-22,Non-Compliant,Helmet missing
ATT-00264,WRK-2968,JH-003,2023-03-17,Afternoon,Present,14:23:00,23:38:00,Certified,2024-01-14,Fit,2023-07-25,Compliant,
ATT-00265,WRK-5212,JH-003,2023-03-27,Afternoon,Present,14:13:00,22:32:00,Certified,2023-07-29,Fit,2023-10-19,Compliant,
ATT-00266,WRK-1315,JH-001,2023-02-12,Night,Present,22:06:00,07:51:00,Certified,2023-09-02,Fit,2023-07-22,Compliant,
ATT-00267,WRK-4449,JH-001,2023-02-13,Night,Present,22:57:00,07:55:00,Certified,2023-11-26,Fit,2023-05-22,Compliant,
ATT-00268,WRK-8334,OD-001,2023-02-13,Afternoon,Present,15:07:00,22:53:00,Certified,2023-08-10,Pending,2023-02-03,Compliant,
ATT-00269,WRK-9452,JH-001,2023-02-07,Night,Present,22:30:00,06:55:00,Certified,2023-07-04,Fit,2024-01-15,Compliant,
ATT-00270,WRK-2486,OD-002,2023-03-13,Night,Present,22:35:00,06:28:00,Certified,2023-11-13,Fit,2023-12-09,Compliant,
ATT-00271,WRK-7674,JH-003,2023-02-26,Afternoon,Late,,,Certified,2023-09-04,Fit,2024-02-20,Non-Compliant,Boots missing
ATT-00272,WRK-3339,JH-002,2023-04-01,Afternoon,Present,15:57:00,23:43:00,Certified,2024-02-16,Fit,2023-07-27,Compliant,
ATT-00273,WRK-5155,JH-001,2023-02-20,Afternoon,Present,16:04:00,23:04:00,Certified,2023-08-03,Fit,2023-09-10,Compliant,
ATT-00274,WRK-5556,JH-001,2023-01-24,Morning,Present,06:31:00,14:05:00,Certified,2024-01-16,Pending,2022-12-27,Compliant,
ATT-00275,WRK-3601,CG-001,2023-02-26,Morning,Present,06:32:00,14:12:00,Expired,2023-02-17,Fit,2023-08-07,Compliant,
ATT-00276,WRK-0934,OD-001,2023-01-16,Morning,Late,,,Expired,2023-01-08,Fit,2023-10-06,Compliant,
ATT-00277,WRK-0196,JH-001,2023-03-02,Morning,Present,06:18:00,16:40:00,Expired,2023-02-21,Unfit,2023-02-21,Compliant,
ATT-00278,WRK-5558,JH-001,2023-01-26,Night,Present,23:40:00,08:34:00,Certified,2023-10-26,Fit,2024-01-21,Compliant,
ATT-00279,WRK-5859,OD-001,2023-01-24,Afternoon,Present,16:41:00,23:19:00,Certified,2023-05-20,Pending,2023-01-01,Compliant,
ATT-00280,WRK-2651,CG-002,2023-01-26,Morning,Present,08:08:00,14:22:00,Certified,2023-07-20,Fit,2023-07-28,Non-Compliant,Helmet missing
ATT-00281,WRK-3989,JH-002,2023-01-07,Morning,Present,08:06:00,15:10:00,Certified,2023-08-31,Fit,2023-10-21,Compliant,
ATT-00282,WRK-8430,JH-001,2023-02-28,Night,Present,22:04:00,06:41:00,Pending,2023-02-10,Pending,2023-02-12,Compliant,
ATT-00283,WRK-1007,JH-003,2023-01-07,Morning,Present,06:31:00,15:56:00,Certified,2023-04-11,Fit,2023-05-04,Partial,None
ATT-00284,WRK-3753,OD-002,2023-03-27,Morning,Present,08:46:00,15:56:00,Certified,2024-01-06,Fit,2023-08-04,Compliant,
ATT-00285,WRK-7577,CG-001,2023-01-31,Afternoon,On Leave,,,Expired,2023-01-13,Fit,2023-10-21,Compliant,
ATT-00286,WRK-2106,CG-001,2023-02-23,Morning,Present,06:12:00,15:55:00,Pending,2023-02-09,Fit,2023-06-07,Non-Compliant,Boots missing
ATT-00287,WRK-0235,JH-002,2023-01-29,Night,Present,23:49:00,07:02:00,Pending,2023-01-25,Fit,2023-09-01,Compliant,
ATT-00288,WRK-1698,OD-001,2023-01-23,Morning,On Leave,,,Certified,2023-06-29,Pending,2023-01-19,Non-Compliant,None
ATT-00289,WRK-8648,CG-001,2023-02-23,Afternoon,Present,15:05:00,22:14:00,Certified,2024-02-13,Fit,2023-07-13,Non-Compliant,None
ATT-00290,WRK-6162,CG-002,2023-03-11,Afternoon,Absent,,,Expired,2023-03-05,Fit,2023-09-26,Partial,None
ATT-00291,WRK-1172,CG-002,2023-01-27,Night,Present,23:32:00,07:33:00,Pending,2023-01-14,Fit,2023-12-23,Compliant,
ATT-00292,WRK-1220,JH-001,2023-03-16,Morning,Present,06:12:00,16:47:00,Pending,2023-03-15,Pending,2023-03-01,Compliant,
ATT-00293,WRK-2955,JH-003,2023-03-03,Morning,Present,08:23:00,15:59:00,Pending,2023-02-13,Fit,2023-07-13,Partial,None
ATT-00294,WRK-1135,JH-003,2023-03-11,Night,Present,22:39:00,06:01:00,Expired,2023-03-03,Unfit,2023-02-25,Compliant,
ATT-00295,WRK-5364,OD-002,2023-01-06,Night,Present,23:14:00,06:31:00,Certified,2023-11-22,Fit,2023-07-19,Compliant,
ATT-00296,WRK-5680,OD-002,2023-03-20,Night,Present,23:30:00,07:41:00,Certified,2024-03-06,Fit,2023-12-08,Compliant,
ATT-00297,WRK-7719,CG-001,2023-01-30,Night,Present,23:18:00,07:14:00,Certified,2023-12-25,Fit,2023-07-18,Partial,Helmet missing
ATT-00298,WRK-4127,CG-002,2023-01-14,Afternoon,Present,14:36:00,22:05:00,Certified,2023-11-15,Fit,2023-12-26,Partial,Boots missing
ATT-00299,WRK-3055,JH-001,2023-01-13,Morning,Present,08:27:00,15:32:00,Certified,2023-07-11,Fit,2023-12-23,Compliant,
ATT-00300,WRK-7628,CG-001,2023-01-22,Morning,Present,06:32:00,14:32:00,Certified,2023-10-25,Fit,2023-05-01,Compliant,
ATT-00301,WRK-0469,JH-002,2023-03-09,Morning,Present,06:51:00,16:08:00,Pending,2023-02-16,Pending,2023-02-24,Non-Compliant,Helmet missing
ATT-00302,WRK-0968,JH-002,2023-03-15,Afternoon,Present,16:50:00,23:37:00,Certified,2023-08-30,Fit,2023-11-16,Compliant,
ATT-00303,WRK-3294,JH-002,2023-03-19,Morning,Present,06:09:00,16:13:00,Pending,2023-02-19,Fit,2023-07-08,Compliant,
ATT-00304,WRK-8711,JH-003,2023-01-06,Morning,Present,06:20:00,15:13:00,Certified,2023-10-10,Fit,2023-08-05,Partial,Helmet missing
ATT-00305,WRK-9968,OD-002,2023-02-09,Night,Present,22:44:00,06:12:00,Pending,2023-02-02,Fit,2023-08-22,Non-Compliant,Boots missing
ATT-00306,WRK-2450,JH-002,2023-03-11,Night,Present,22:35:00,08:47:00,Certified,2023-11-04,Fit,2023-12-15,Partial,Boots missing
ATT-00307,WRK-5559,JH-001,2023-04-01,Night,Present,23:26:00,08:42:00,Certified,2023-12-31,Fit,2023-07-03,Compliant,
ATT-00308,WRK-3193,OD-001,2023-02-14,Afternoon,Present,14:40:00,23:30:00,Certified,2023-10-15,Fit,2024-01-15,Compliant,
ATT-00309,WRK-4821,CG-001,2023-02-01,Morning,Present,06:09:00,16:39:00,Certified,2023-11-12,Fit,2023-09-02,Compliant,
ATT-00310,WRK-6941,JH-001,2023-01-12,Morning,Present,07:46:00,14:17:00,Pending,2022-12-27,Fit,2023-10-08,Compliant,
ATT-00311,WRK-9150,JH-003,2023-01-26,Morning,Present,06:16:00,14:41:00,Pending,2023-01-16,Fit,2023-12-07,Compliant,
ATT-00312,WRK-7935,OD-001,2023-03-19,Night,Present,23:43:00,06:42:00,Certified,2023-08-30,Fit,2024-02-20,Compliant,
ATT-00313,WRK-3702,OD-001,2023-02-10,Night,Present,23:51:00,07:31:00,Certified,2023-10-14,Pending,2023-02-05,Compliant,
ATT-00314,WRK-0725,CG-001,2023-03-13,Morning,Present,08:32:00,16:30:00,Certified,2023-07-20,Fit,2023-12-29,Partial,Boots missing
ATT-00315,WRK-4258,CG-001,2023-03-04,Afternoon,Present,14:56:00,22:24:00,Certified,2024-01-27,Fit,2023-06-23,Compliant,
ATT-00316,WRK-6222,CG-002,2023-03-14,Night,Present,23:22:00,06:21:00,Pending,2023-03-12,Fit,2023-08-28,Compliant,
ATT-00317,WRK-2441,OD-001,2023-01-20,Afternoon,Present,14:50:00,23:26:00,Pending,2023-01-02,Fit,2023-04-24,Compliant,
ATT-00318,WRK-5025,OD-001,2023-01-13,Night,Present,23:20:00,07:23:00,Pending,2022-12-16,Fit,2023-12-18,Non-Compliant,Boots missing
ATT-00319,WRK-9536,JH-003,2023-03-07,Morning,Late,,,Certified,2024-03-01,Fit,2023-11-30,Compliant,
ATT-00320,WRK-9706,JH-003,2023-03-23,Afternoon,Present,14:45:00,23:25:00,Certified,2023-10-08,Pending,2023-03-06,Compliant,
ATT-00321,WRK-4519,CG-001,2023-02-07,Morning,Present,07:17:00,16:14:00,Certified,2024-01-10,Fit,2024-01-21,Partial,None
ATT-00322,WRK-7040,OD-002,2023-03-12,Morning,Present,08:46:00,15:53:00,Certified,2024-01-15,Fit,2023-08-10,Non-Compliant,Boots missing
ATT-00323,WRK-6501,CG-001,2023-03-31,Morning,Absent,,,Expired,2023-03-21,Fit,2024-01-18,Non-Compliant,None
ATT-00324,WRK-3542,JH-003,2023-03-29,Morning,Present,08:26:00,14:45:00,Certified,2023-11-06,Fit,2024-03-03,Partial,None
ATT-00325,WRK-0872,OD-002,2023-01-27,Night,Present,23:51:00,07:24:00,Certified,2023-12-17,Fit,2023-05-28,Compliant,
ATT-00326,WRK-0389,JH-002,2023-01-30,Night,Absent,,,Certified,2023-08-28,Fit,2023-07-21,Compliant,
ATT-00327,WRK-1491,CG-002,2023-02-05,Afternoon,Present,15:08:00,23:58:00,Certified,2023-10-10,Fit,2023-05-19,Compliant,
ATT-00328,WRK-3736,OD-001,2023-01-17,Morning,Present,06:19:00,14:52:00,Certified,2023-05-14,Fit,2023-11-16,Partial,None
ATT-00329,WRK-0324,JH-003,2023-03-24,Night,Present,22:51:00,06:59:00,Certified,2024-01-12,Fit,2023-09-18,Compliant,
ATT-00330,WRK-4674,OD-001,2023-01-26,Night,On Leave,,,Expired,2023-01-15,Fit,2023-07-23,Compliant,
ATT-00331,WRK-0023,CG-002,2023-03-27,Night,Present,23:51:00,07:38:00,Certified,2023-06-26,Pending,2023-02-28,Compliant,
ATT-00332,WRK-1509,OD-002,2023-01-01,Night,Present,23:29:00,08:46:00,Expired,2022-12-13,Fit,2023-04-23,Compliant,
ATT-00333,WRK-6108,OD-002,2023-02-06,Night,On Leave,,,Certified,2023-11-13,Fit,2023-06-11,Partial,None
ATT-00334,WRK-0939,CG-002,2023-03-25,Night,Present,23:10:00,07:51:00,Pending,2023-02-24,Fit,2023-07-30,Compliant,
ATT-00335,WRK-7042,OD-002,2023-03-14,Afternoon,Present,15:22:00,23:12:00,Pending,2023-03-06,Fit,2023-12-02,Compliant,
ATT-00336,WRK-6141,JH-002,2023-03-14,Afternoon,Present,14:33:00,23:26:00,Certified,2023-08-10,Fit,2023-07-04,Compliant,
ATT-00337,WRK-3084,CG-002,2023-04-01,Afternoon,Present,16:50:00,23:33:00,Pending,2023-03-30,Fit,2024-02-20,Compliant,
ATT-00338,WRK-9547,JH-003,2023-03-04,Morning,On Leave,,,Certified,2023-08-09,Fit,2024-02-10,Compliant,
ATT-00339,WRK-0554,OD-002,2023-02-19,Morning,Present,06:31:00,15:45:00,Certified,2023-09-25,Fit,2023-08-24,Compliant,
ATT-00340,WRK-2715,JH-003,2023-03-22,Morning,Present,08:52:00,16:47:00,Pending,2023-02-24,Unfit,2023-03-21,Compliant,
ATT-00341,WRK-4023,OD-001,2023-02-23,Night,Present,23:31:00,06:18:00,Certified,2024-02-12,Fit,2023-11-07,Compliant,
ATT-00342,WRK-2059,JH-002,2023-01-10,Afternoon,Absent,,,Certified,2023-06-11,Fit,2023-11-19,Compliant,
ATT-00343,WRK-5016,OD-001,2023-03-29,Night,Present,22:43:00,08:34:00,Pending,2023-03-18,Fit,2024-03-19,Compliant,
ATT-00344,WRK-7298,OD-002,2023-02-23,Morning,Late,,,Pending,2023-02-17,Fit,2023-11-04,Compliant,
ATT-00345,WRK-9593,JH-002,2023-02-19,Night,Present,23:32:00,06:30:00,Pending,2023-02-16,Fit,2023-12-07,Non-Compliant,None
ATT-00346,WRK-4692,JH-001,2023-03-26,Morning,Absent,,,Certified,2023-12-20,Fit,2023-07-13,Compliant,
ATT-00347,WRK-7762,JH-003,2023-02-22,Afternoon,Present,16:14:00,23:34:00,Certified,2023-07-05,Fit,2023-10-28,Compliant,
ATT-00348,WRK-6565,JH-003,2023-02-10,Morning,Present,08:55:00,16:46:00,Expired,2023-01-27,Fit,2023-07-27,Partial,Helmet missing
ATT-00349,WRK-1685,JH-002,2023-03-08,Night,Present,23:58:00,07:26:00,Certified,2023-10-30,Fit,2023-06-12,Non-Compliant,None
ATT-00350,WRK-5878,CG-001,2023-01-18,Morning,Present,06:19:00,16:30:00,Certified,2023-07-24,Fit,2023-11-15,Partial,None
ATT-00351,WRK-8309,CG-001,2023-01-22,Afternoon,Present,15:41:00,23:05:00,Certified,2023-09-10,Fit,2023-05-08,Compliant,
ATT-00352,WRK-4469,CG-002,2023-01-07,Morning,Present,06:24:00,15:38:00,Certified,2023-05-25,Fit,2023-05-13,Partial,Helmet missing
ATT-00353,WRK-0576,CG-002,2023-03-26,Morning,Present,06:54:00,15:43:00,Expired,2023-02-25,Fit,2024-03-17,Compliant,
ATT-00354,WRK-0769,CG-001,2023-02-14,Afternoon,Present,15:07:00,22:41:00,Pending,2023-02-06,Fit,2024-01-03,Compliant,
ATT-00355,WRK-7841,CG-001,2023-01-05,Afternoon,Present,14:06:00,22:54:00,Pending,2022-12-10,Fit,2023-05-09,Compliant,
ATT-00356,WRK-1645,OD-002,2023-03-27,Night,Present,23:44:00,07:58:00,Certified,2023-10-31,Fit,2023-07-26,Compliant,
ATT-00357,WRK-8859,JH-002,2023-02-16,Night,On Leave,,,Certified,2023-10-12,Fit,2023-07-21,Compliant,
ATT-00358,WRK-1614,JH-002,2023-03-31,Morning,Absent,,,Certified,2024-01-23,Fit,2023-12-31,Non-Compliant,Boots missing
ATT-00359,WRK-0089,OD-002,2023-03-14,Morning,Present,06:39:00,15:13:00,Certified,2023-11-14,Fit,2024-01-03,Compliant,
ATT-00360,WRK-4546,JH-003,2023-01-16,Afternoon,Present,14:24:00,22:51:00,Certified,2023-09-20,Unfit,2023-01-09,Compliant,
ATT-00361,WRK-0428,JH-001,2023-01-24,Afternoon,Present,16:11:00,23:00:00,Certified,2023-06-15,Fit,2023-05-17,Compliant,
ATT-00362,WRK-4108,JH-001,2023-01-17,Night,Present,23:49:00,07:35:00,Expired,2023-01-02,Fit,2023-10-25,Compliant,
ATT-00363,WRK-9408,OD-002,2023-01-13,Morning,Present,07:08:00,16:04:00,Certified,2023-11-19,Fit,2023-05-04,Compliant,
ATT-00364,WRK-2327,JH-002,2023-03-11,Afternoon,Present,14:53:00,23:00:00,Certified,2023-11-07,Fit,2023-07-03,Compliant,
ATT-00365,WRK-7684,JH-001,2023-02-09,Afternoon,Present,14:00:00,22:55:00,Certified,2023-06-26,Fit,2023-11-18,Compliant,
ATT-00366,WRK-2319,OD-001,2023-01-12,Morning,Present,06:14:00,15:19:00,Pending,2022-12-13,Pending,2022-12-29,Compliant,
ATT-00367,WRK-9336,OD-001,2023-03-06,Morning,Present,06:16:00,15:02:00,Certified,2023-10-26,Fit,2023-11-20,Compliant,
ATT-00368,WRK-9543,OD-001,2023-03-16,Night,Present,23:08:00,06:21:00,Pending,2023-03-05,Fit,2024-02-16,Compliant,
ATT-00369,WRK-2153,JH-002,2023-02-19,Morning,Present,07:10:00,14:56:00,Certified,2023-06-30,Fit,2024-02-08,Partial,Boots missing
ATT-00370,WRK-2268,CG-001,2023-03-29,Afternoon,Present,16:57:00,22:08:00,Certified,2023-11-04,Pending,2023-02-28,Compliant,
ATT-00371,WRK-9591,CG-002,2023-03-31,Morning,Present,06:15:00,14:50:00,Certified,2024-02-18,Unfit,2023-03-11,Compliant,
ATT-00372,WRK-1554,JH-002,2023-01-31,Morning,Present,07:45:00,15:55:00,Certified,2023-10-28,Fit,2023-10-01,Compliant,
ATT-00373,WRK-4835,CG-002,2023-02-19,Night,Present,23:31:00,06:47:00,Certified,2024-01-08,Unfit,2023-02-09,Partial,Helmet missing
ATT-00374,WRK-9995,JH-003,2023-01-12,Night,Present,23:07:00,08:59:00,Certified,2023-08-26,Fit,2023-09-20,Compliant,
ATT-00375,WRK-4126,OD-001,2023-02-27,Morning,Present,06:14:00,14:45:00,Pending,2023-02-14,Fit,2023-09-15,Compliant,
ATT-00376,WRK-5205,OD-001,2023-02-08,Night,Present,23:31:00,06:41:00,Expired,2023-01-28,Fit,2023-11-15,Non-Compliant,Helmet missing
