inspection_id,mine_id,inspection_date,inspection_time,inspector_id,inspector_name,inspector_role,requirement_id,checklist_item,response,observations,observations_hindi,severity,photo_reference,latitude,longitude,sync_status,sync_timestamp
INS-JH-003-0100,JH-003,2023-10-21,08:54:00,INS-003,Amit Patel,Labour Inspector,REQ-087,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Critical,PHOTO-JH-003-0100.jpg,24.1591862,86.3170476,Synced,2023-10-21 22:00:00
INS-CG-002-0101,CG-002,2023-03-09,07:09:00,INS-003,Amit Patel,Labour Inspector,REQ-042,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Critical,PHOTO-CG-002-0101.jpg,23.7441255,85.7187172,Pending,
INS-OD-001-0102,OD-001,2023-08-20,02:40:00,INS-001,Rajesh Kumar,Safety Officer,REQ-052,Gas monitoring,N/A,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,High,PHOTO-OD-001-0102.jpg,24.0440174,85.9046956,Pending,
INS-JH-003-0103,JH-003,2023-10-25,00:55:00,INS-003,Amit Patel,Labour Inspector,REQ-012,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,High,PHOTO-JH-003-0103.jpg,23.9623779,85.8477159,Pending,
INS-CG-002-0104,CG-002,2023-04-19,15:17:00,INS-002,Sita Devi,Environmental Officer,REQ-037,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Medium,PHOTO-CG-002-0104.jpg,23.6520379,85.7937396,Failed,
INS-CG-002-0105,CG-002,2023-01-25,01:06:00,INS-003,Amit Patel,Labour Inspector,REQ-059,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Medium,PHOTO-CG-002-0105.jpg,23.1673759,86.4080318,Synced,2023-01-25 22:00:00
INS-JH-002-0106,JH-002,2023-11-29,09:10:00,INS-002,Sita Devi,Environmental Officer,REQ-012,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Low,PHOTO-JH-002-0106.jpg,24.0705003,85.6155251,Pending,
INS-CG-001-0107,CG-001,2023-06-06,23:44:00,INS-001,Rajesh Kumar,Safety Officer,REQ-055,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Low,,23.6435067,85.5826998,Synced,2023-06-06 16:00:00
INS-CG-001-0108,CG-001,2023-08-16,00:00:00,INS-003,Amit Patel,Labour Inspector,REQ-044,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Medium,PHOTO-CG-001-0108.jpg,23.3956469,85.5393311,Synced,2023-08-16 03:00:00
INS-JH-003-0109,JH-003,2023-07-08,09:08:00,INS-002,Sita Devi,Environmental Officer,REQ-100,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Medium,,23.7299912,86.0603192,Synced,2023-07-08 14:00:00
INS-JH-003-0110,JH-003,2023-04-20,20:47:00,INS-001,Rajesh Kumar,Safety Officer,REQ-053,Gas monitoring,N/A,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Critical,PHOTO-JH-003-0110.jpg,23.253388,85.5504651,Synced,2023-04-20 18:00:00
INS-CG-001-0111,CG-001,2023-07-16,11:27:00,INS-002,Sita Devi,Environmental Officer,REQ-018,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,Low,PHOTO-CG-001-0111.jpg,23.7676991,86.1711796,Pending,
INS-CG-002-0112,CG-002,2023-12-20,00:54:00,INS-003,Amit Patel,Labour Inspector,REQ-039,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Medium,PHOTO-CG-002-0112.jpg,23.4622421,85.5045691,Synced,2023-12-20 15:00:00
INS-OD-001-0113,OD-001,2023-02-27,07:31:00,INS-003,Amit Patel,Labour Inspector,REQ-077,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Low,PHOTO-OD-001-0113.jpg,24.1006244,85.5819829,Failed,
INS-OD-001-0114,OD-001,2023-07-07,17:43:00,INS-001,Rajesh Kumar,Safety Officer,REQ-098,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,Low,PHOTO-OD-001-0114.jpg,23.1804934,85.6657429,Synced,2023-07-07 12:00:00
INS-OD-002-0115,OD-002,2023-05-27,20:45:00,INS-003,Amit Patel,Labour Inspector,REQ-099,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Critical,,23.7032648,86.0660471,Pending,
INS-JH-001-0116,JH-001,2023-06-08,02:32:00,INS-001,Rajesh Kumar,Safety Officer,REQ-020,Gas monitoring,Non-Compliant,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Critical,PHOTO-JH-001-0116.jpg,23.9299241,86.0998395,Failed,
INS-JH-001-0117,JH-001,2023-06-08,22:27:00,INS-003,Amit Patel,Labour Inspector,REQ-031,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Low,PHOTO-JH-001-0117.jpg,23.2826866,86.0622968,Synced,2023-06-08 09:00:00
INS-CG-001-0118,CG-001,2023-12-03,23:11:00,INS-001,Rajesh Kumar,Safety Officer,REQ-002,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Low,,24.1197162,85.9730054,Failed,
INS-JH-003-0119,JH-003,2023-03-27,11:08:00,INS-003,Amit Patel,Labour Inspector,REQ-100,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Low,PHOTO-JH-003-0119.jpg,23.1960563,86.2571078,Pending,
INS-OD-002-0120,OD-002,2023-02-02,08:45:00,INS-003,Amit Patel,Labour Inspector,REQ-081,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Critical,PHOTO-OD-002-0120.jpg,23.2221391,86.3093598,Synced,2023-02-02 11:00:00
INS-JH-002-0121,JH-002,2023-05-11,03:57:00,INS-003,Amit Patel,Labour Inspector,REQ-087,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Low,,24.0296285,85.6945515,Pending,
INS-JH-003-0122,JH-003,2023-07-16,04:11:00,INS-001,Rajesh Kumar,Safety Officer,REQ-071,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,High,PHOTO-JH-003-0122.jpg,24.0825548,85.7699351,Synced,2023-07-16 18:00:00
INS-JH-003-0123,JH-003,2023-03-03,16:43:00,INS-001,Rajesh Kumar,Safety Officer,REQ-023,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Low,PHOTO-JH-003-0123.jpg,23.2356264,85.9150942,Pending,
INS-CG-002-0124,CG-002,2023-06-09,10:05:00,INS-003,Amit Patel,Labour Inspector,REQ-059,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Medium,PHOTO-CG-002-0124.jpg,23.9512072,86.189576,Synced,2023-06-09 14:00:00
INS-JH-003-0125,JH-003,2023-10-30,15:49:00,INS-001,Rajesh Kumar,Safety Officer,REQ-094,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,Medium,,23.5767361,85.6829977,Pending,
INS-CG-001-0126,CG-001,2023-12-22,00:21:00,INS-001,Rajesh Kumar,Safety Officer,REQ-098,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,High,,23.6965145,85.6881676,Pending,
INS-JH-001-0127,JH-001,2023-03-14,22:17:00,INS-001,Rajesh Kumar,Safety Officer,REQ-006,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Critical,PHOTO-JH-001-0127.jpg,23.539192,86.4245548,Synced,2023-03-14 18:00:00
INS-JH-001-0128,JH-001,2023-09-16,04:40:00,INS-002,Sita Devi,Environmental Officer,REQ-010,Gas monitoring,N/A,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Low,PHOTO-JH-001-0128.jpg,24.1309183,85.6867717,Pending,
INS-CG-002-0129,CG-002,2023-06-11,12:44:00,INS-003,Amit Patel,Labour Inspector,REQ-042,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,High,PHOTO-CG-002-0129.jpg,24.1102547,85.5861118,Failed,
INS-JH-001-0130,JH-001,2023-03-21,03:10:00,INS-002,Sita Devi,Environmental Officer,REQ-060,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Low,PHOTO-JH-001-0130.jpg,24.1313347,85.6576362,Pending,
INS-OD-001-0131,OD-001,2023-05-16,03:05:00,INS-001,Rajesh Kumar,Safety Officer,REQ-088,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Low,PHOTO-OD-001-0131.jpg,24.0232733,85.5983238,Failed,
INS-JH-002-0132,JH-002,2023-07-02,12:32:00,INS-001,Rajesh Kumar,Safety Officer,REQ-087,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Medium,,23.5710922,85.9022012,Failed,
INS-OD-002-0133,OD-002,2023-05-08,03:29:00,INS-001,Rajesh Kumar,Safety Officer,REQ-018,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Low,PHOTO-OD-002-0133.jpg,24.1492672,85.5807152,Pending,
INS-JH-003-0134,JH-003,2023-12-18,20:41:00,INS-001,Rajesh Kumar,Safety Officer,REQ-075,Gas monitoring,Non-Compliant,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Low,,23.231172,86.3524961,Pending,
INS-CG-002-0135,CG-002,2023-03-07,02:57:00,INS-002,Sita Devi,Environmental Officer,REQ-016,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Low,,23.7405842,86.2716854,Pending,
INS-OD-001-0136,OD-001,2023-01-16,12:43:00,INS-002,Sita Devi,Environmental Officer,REQ-023,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Medium,PHOTO-OD-001-0136.jpg,23.6127114,85.5986314,Failed,
INS-OD-002-0137,OD-002,2023-11-12,07:41:00,INS-002,Sita Devi,Environmental Officer,REQ-064,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Critical,,23.446476,85.587236,Synced,2023-11-12 20:00:00
INS-CG-002-0138,CG-002,2023-09-27,07:40:00,INS-003,Amit Patel,Labour Inspector,REQ-003,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,High,PHOTO-CG-002-0138.jpg,23.9481351,85.7940341,Failed,
INS-OD-002-0139,OD-002,2023-06-14,12:17:00,INS-001,Rajesh Kumar,Safety Officer,REQ-004,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Medium,,23.9773894,85.7309327,Pending,
INS-OD-002-0140,OD-002,2023-07-03,18:14:00,INS-001,Rajesh Kumar,Safety Officer,REQ-013,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Medium,PHOTO-OD-002-0140.jpg,23.9829852,86.3672595,Synced,2023-07-04 00:00:00
INS-JH-002-0141,JH-002,2023-10-22,12:22:00,INS-001,Rajesh Kumar,Safety Officer,REQ-023,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,High,PHOTO-JH-002-0141.jpg,23.8643266,86.36398,Synced,2023-10-22 22:00:00
INS-CG-001-0142,CG-001,2023-06-30,18:36:00,INS-001,Rajesh Kumar,Safety Officer,REQ-073,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,High,,23.2046637,85.506168,Failed,
INS-JH-002-0143,JH-002,2023-01-11,16:30:00,INS-001,Rajesh Kumar,Safety Officer,REQ-043,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,Medium,PHOTO-JH-002-0143.jpg,23.3441599,86.2524244,Pending,
INS-JH-001-0144,JH-001,2023-01-12,04:37:00,INS-003,Amit Patel,Labour Inspector,REQ-019,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,High,PHOTO-JH-001-0144.jpg,23.5402908,86.3919232,Pending,
INS-OD-002-0145,OD-002,2023-02-21,10:19:00,INS-002,Sita Devi,Environmental Officer,REQ-018,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Critical,PHOTO-OD-002-0145.jpg,24.1273621,86.0991803,Synced,2023-02-21 22:00:00
INS-OD-002-0146,OD-002,2023-12-22,19:50:00,INS-002,Sita Devi,Environmental Officer,REQ-029,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,Critical,PHOTO-OD-002-0146.jpg,23.8551984,85.5773484,Failed,
INS-JH-001-0147,JH-001,2023-12-26,18:25:00,INS-003,Amit Patel,Labour Inspector,REQ-005,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,High,PHOTO-JH-001-0147.jpg,24.1342317,85.6708953,Failed,
INS-JH-001-0148,JH-001,2023-09-12,04:21:00,INS-003,Amit Patel,Labour Inspector,REQ-010,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,High,,24.0520203,85.538726,Failed,
INS-CG-001-0149,CG-001,2023-11-24,23:56:00,INS-002,Sita Devi,Environmental Officer,REQ-058,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Medium,PHOTO-CG-001-0149.jpg,23.2344948,85.7066579,Synced,2023-11-24 23:00:00
INS-JH-001-0150,JH-001,2023-01-25,12:28:00,INS-003,Amit Patel,Labour Inspector,REQ-054,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,Critical,PHOTO-JH-001-0150.jpg,23.5179312,85.8253476,Pending,
INS-CG-002-0151,CG-002,2023-10-23,20:48:00,INS-003,Amit Patel,Labour Inspector,REQ-029,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,Low,PHOTO-CG-002-0151.jpg,23.2001128,85.470078,Pending,
INS-JH-001-0152,JH-001,2023-02-07,10:10:00,INS-002,Sita Devi,Environmental Officer,REQ-021,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Low,PHOTO-JH-001-0152.jpg,24.1519761,86.3432262,Failed,
INS-JH-001-0153,JH-001,2023-08-09,20:10:00,INS-003,Amit Patel,Labour Inspector,REQ-056,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,Low,PHOTO-JH-001-0153.jpg,24.1410984,85.8592799,Failed,
INS-CG-001-0154,CG-001,2023-10-04,08:42:00,INS-002,Sita Devi,Environmental Officer,REQ-039,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,Low,PHOTO-CG-001-0154.jpg,23.7163626,85.9409483,Synced,2023-10-04 11:00:00
INS-JH-001-0155,JH-001,2023-08-07,02:18:00,INS-003,Amit Patel,Labour Inspector,REQ-081,Gas monitoring,Non-Compliant,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Medium,,23.373653,86.0881907,Synced,2023-08-07 15:00:00
INS-CG-002-0156,CG-002,2023-03-01,09:50:00,INS-002,Sita Devi,Environmental Officer,REQ-061,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,High,,23.710826,85.6348812,Pending,
INS-JH-003-0157,JH-003,2023-04-06,14:02:00,INS-002,Sita Devi,Environmental Officer,REQ-057,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Medium,PHOTO-JH-003-0157.jpg,23.7309466,85.6011307,Failed,
INS-CG-001-0158,CG-001,2023-02-19,02:42:00,INS-002,Sita Devi,Environmental Officer,REQ-070,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Medium,PHOTO-CG-001-0158.jpg,24.0074972,86.2684052,Pending,
INS-OD-002-0159,OD-002,2023-12-18,15:36:00,INS-001,Rajesh Kumar,Safety Officer,REQ-061,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Critical,PHOTO-OD-002-0159.jpg,23.8810057,85.9521015,Failed,
INS-CG-002-0160,CG-002,2023-10-20,21:39:00,INS-001,Rajesh Kumar,Safety Officer,REQ-016,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,Medium,PHOTO-CG-002-0160.jpg,23.9751607,85.576186,Pending,
INS-JH-001-0161,JH-001,2023-12-16,13:12:00,INS-003,Amit Patel,Labour Inspector,REQ-019,Gas monitoring,Non-Compliant,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,High,PHOTO-JH-001-0161.jpg,24.0808739,85.517012,Pending,
INS-OD-002-0162,OD-002,2023-07-23,17:20:00,INS-002,Sita Devi,Environmental Officer,REQ-067,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,Critical,,23.3163423,86.0165939,Failed,
INS-CG-002-0163,CG-002,2023-02-21,03:36:00,INS-001,Rajesh Kumar,Safety Officer,REQ-037,Gas monitoring,Non-Compliant,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Critical,PHOTO-CG-002-0163.jpg,23.8214877,86.0220232,Pending,
INS-JH-001-0164,JH-001,2023-03-30,08:25:00,INS-001,Rajesh Kumar,Safety Officer,REQ-080,Gas monitoring,N/A,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Critical,,24.0562742,85.7814941,Synced,2023-03-30 01:00:00
INS-CG-001-0165,CG-001,2023-09-01,08:57:00,INS-002,Sita Devi,Environmental Officer,REQ-003,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,High,PHOTO-CG-001-0165.jpg,23.6583192,86.1461828,Synced,2023-09-01 07:00:00
INS-JH-002-0166,JH-002,2023-06-03,23:28:00,INS-002,Sita Devi,Environmental Officer,REQ-035,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Low,,23.3780905,86.2739694,Failed,
INS-OD-001-0167,OD-001,2023-09-22,11:52:00,INS-001,Rajesh Kumar,Safety Officer,REQ-066,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,High,PHOTO-OD-001-0167.jpg,23.5700851,86.2305164,Failed,
INS-OD-002-0168,OD-002,2023-01-15,05:12:00,INS-001,Rajesh Kumar,Safety Officer,REQ-008,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,Critical,,23.5270751,85.6491098,Pending,
