document_id,mine_id,document_type,document_number,issue_date,expiry_date,issuing_authority,ocr_text_status,verification_status,file_path,file_size_kb,uploaded_by,uploaded_date
DOC-00132,JH-003,Mining Lease,Min-0132-2023,2022-08-26,2023-08-26,State PCB,Extracted,Expired,/documents/mining_lease/JH-003/0132.pdf,4286,Sita Devi,2022-09-16 00:00:00
DOC-00133,JH-002,Environmental Clearance,Env-0133-2023,2023-03-21,2028-03-19,DGMS,Extracted,Verified,/documents/environmental_clearance/JH-002/0133.pdf,3410,Rajesh Kumar,2023-03-25 00:00:00
DOC-00134,JH-002,First Aid Certificate,Fir-0134-2023,2023-03-02,2025-03-01,Insurance Company,Pending,Expired,/documents/first_aid_certificate/JH-002/0134.pdf,645,Rajesh Kumar,2023-03-08 00:00:00
DOC-00135,,First Aid Certificate,Fir-0135-2023,2023-02-22,2025-02-21,State Government,Extracted,Expired,/documents/first_aid_certificate/global/0135.pdf,989,Amit Patel,2023-03-22 00:00:00
DOC-00136,JH-002,First Aid Certificate,Fir-0136-2023,2022-12-16,2023-12-16,CPCB,Extracted,Expired,/documents/first_aid_certificate/JH-002/0136.pdf,4276,Sita Devi,2022-12-22 00:00:00
DOC-00137,JH-002,First Aid Certificate,Fir-0137-2023,2023-05-02,2026-05-01,Insurance Company,Extracted,Expired,/documents/first_aid_certificate/JH-002/0137.pdf,4763,Sita Devi,2023-05-03 00:00:00
DOC-00138,JH-002,Safety Certificate,Saf-0138-2023,2022-07-17,2027-07-16,CPCB,Pending,Pending,/documents/safety_certificate/JH-002/0138.pdf,3905,Amit Patel,2022-07-28 00:00:00
DOC-00139,OD-001,Training Certificate,Tra-0139-2023,2023-11-18,2025-11-17,State Government,Extracted,Expired,/documents/training_certificate/OD-001/0139.pdf,1188,Rajesh Kumar,2023-12-17 00:00:00
DOC-00140,CG-001,Safety Certificate,Saf-0140-2023,2023-02-18,2024-02-18,State Government,Extracted,Expired,/documents/safety_certificate/CG-001/0140.pdf,3078,Rajesh Kumar,2023-03-07 00:00:00
DOC-00141,CG-001,First Aid Certificate,Fir-0141-2023,2022-07-17,2027-07-16,Insurance Company,Pending,Verified,/documents/first_aid_certificate/CG-001/0141.pdf,4699,Rajesh Kumar,2022-07-28 00:00:00
DOC-00142,JH-001,First Aid Certificate,Fir-0142-2023,2022-04-11,2027-04-10,Insurance Company,Pending,Verified,/documents/first_aid_certificate/JH-001/0142.pdf,2915,Rajesh Kumar,2022-05-01 00:00:00
DOC-00143,CG-001,Environmental Clearance,Env-0143-2023,2022-04-07,2023-04-07,DGMS,Extracted,Expired,/documents/environmental_clearance/CG-001/0143.pdf,4673,Sita Devi,2022-04-30 00:00:00
DOC-00144,JH-001,Environmental Clearance,Env-0144-2023,2022-11-24,2024-11-23,DGMS,Pending,Expired,/documents/environmental_clearance/JH-001/0144.pdf,1819,Sita Devi,2022-11-28 00:00:00
DOC-00145,JH-001,First Aid Certificate,Fir-0145-2023,2023-10-04,2027-10-03,State Government,Extracted,Verified,/documents/first_aid_certificate/JH-001/0145.pdf,3671,Sita Devi,2023-10-24 00:00:00
DOC-00146,JH-002,Environmental Clearance,Env-0146-2023,2022-10-21,2027-10-20,DGMS,Extracted,Verified,/documents/environmental_clearance/JH-002/0146.pdf,1932,Sita Devi,2022-11-18 00:00:00
DOC-00147,JH-001,Training Certificate,Tra-0147-2023,2022-07-01,2025-06-30,State Government,Extracted,Expired,/documents/training_certificate/JH-001/0147.pdf,2210,Sita Devi,2022-07-13 00:00:00
DOC-00148,JH-002,First Aid Certificate,Fir-0148-2023,2022-05-02,2025-05-01,State PCB,Pending,Expired,/documents/first_aid_certificate/JH-002/0148.pdf,4935,Sita Devi,2022-05-30 00:00:00
DOC-00149,JH-001,Audit Report,Aud-0149-2023,2022-07-08,2026-07-07,State Government,Extracted,Expired,/documents/audit_report/JH-001/0149.pdf,4258,Amit Patel,2022-07-12 00:00:00
DOC-00150,JH-001,Explosives Licence,Exp-0150-2023,2022-01-16,2026-01-15,CPCB,Extracted,Expired,/documents/explosives_licence/JH-001/0150.pdf,2200,Amit Patel,2022-02-09 00:00:00
DOC-00151,JH-001,Safety Certificate,Saf-0151-2023,2023-09-02,2026-09-01,State PCB,Extracted,Verified,/documents/safety_certificate/JH-001/0151.pdf,2603,Sita Devi,2023-09-23 00:00:00
DOC-00152,OD-001,First Aid Certificate,Fir-0152-2023,2023-05-04,2027-05-03,CPCB,Extracted,Verified,/documents/first_aid_certificate/OD-001/0152.pdf,1661,Rajesh Kumar,2023-05-10 00:00:00
DOC-00153,JH-003,Audit Report,Aud-0153-2023,2023-01-08,2028-01-07,Insurance Company,Extracted,Pending,/documents/audit_report/JH-003/0153.pdf,3834,Rajesh Kumar,2023-01-29 00:00:00
DOC-00154,JH-003,Fire Safety Certificate,Fir-0154-2023,2023-10-30,2027-10-29,Insurance Company,Extracted,Verified,/documents/fire_safety_certificate/JH-003/0154.pdf,801,Amit Patel,2023-11-19 00:00:00
DOC-00155,,First Aid Certificate,Fir-0155-2023,2022-10-23,2027-10-22,State Government,Extracted,Pending,/documents/first_aid_certificate/global/0155.pdf,4955,Sita Devi,2022-11-02 00:00:00
DOC-00156,JH-003,Fire Safety Certificate,Fir-0156-2023,2022-02-08,2024-02-08,CPCB,Extracted,Expired,/documents/fire_safety_certificate/JH-003/0156.pdf,1177,Sita Devi,2022-02-15 00:00:00
DOC-00157,CG-001,Explosives Licence,Exp-0157-2023,2022-07-26,2027-07-25,CPCB,Pending,Verified,/documents/explosives_licence/CG-001/0157.pdf,4170,Sita Devi,2022-08-17 00:00:00
DOC-00158,OD-001,Mining Lease,Min-0158-2023,2022-04-25,2025-04-24,State Government,Extracted,Expired,/documents/mining_lease/OD-001/0158.pdf,776,Amit Patel,2022-05-10 00:00:00
DOC-00159,JH-002,Safety Certificate,Saf-0159-2023,2023-10-05,2025-10-04,Insurance Company,Extracted,Expired,/documents/safety_certificate/JH-002/0159.pdf,3001,Sita Devi,2023-10-09 00:00:00
DOC-00160,JH-001,Insurance Certificate,Ins-0160-2023,2023-08-08,2028-08-06,DGMS,Extracted,Pending,/documents/insurance_certificate/JH-001/0160.pdf,2200,Amit Patel,2023-08-27 00:00:00
DOC-00161,JH-001,Mining Lease,Min-0161-2023,2022-10-09,2027-10-08,State Government,Extracted,Verified,/documents/mining_lease/JH-001/0161.pdf,1117,Rajesh Kumar,2022-10-16 00:00:00
DOC-00162,OD-002,Safety Certificate,Saf-0162-2023,2023-11-21,2026-11-20,State PCB,Extracted,Verified,/documents/safety_certificate/OD-002/0162.pdf,4116,Amit Patel,2023-12-19 00:00:00
DOC-00163,CG-001,Fire Safety Certificate,Fir-0163-2023,2022-03-30,2025-03-29,DGMS,Pending,Expired,/documents/fire_safety_certificate/CG-001/0163.pdf,4836,Sita Devi,2022-04-26 00:00:00
DOC-00164,CG-001,First Aid Certificate,Fir-0164-2023,2023-08-27,2025-08-26,State PCB,Extracted,Expired,/documents/first_aid_certificate/CG-001/0164.pdf,1107,Sita Devi,2023-09-01 00:00:00
DOC-00165,JH-001,Fire Safety Certificate,Fir-0165-2023,2023-07-30,2028-07-28,State PCB,Pending,Verified,/documents/fire_safety_certificate/JH-001/0165.pdf,1258,Amit Patel,2023-08-17 00:00:00
DOC-00166,CG-001,First Aid Certificate,Fir-0166-2023,2022-05-25,2027-05-24,State Government,Extracted,Rejected,/documents/first_aid_certificate/CG-001/0166.pdf,4728,Sita Devi,2022-05-28 00:00:00
DOC-00167,OD-001,Training Certificate,Tra-0167-2023,2022-09-10,2024-09-09,Insurance Company,Pending,Expired,/documents/training_certificate/OD-001/0167.pdf,3673,Rajesh Kumar,2022-09-18 00:00:00
DOC-00168,CG-002,First Aid Certificate,Fir-0168-2023,2023-03-09,2026-03-08,State PCB,Extracted,Expired,/documents/first_aid_certificate/CG-002/0168.pdf,1691,Sita Devi,2023-04-01 00:00:00
DOC-00169,OD-002,Insurance Certificate,Ins-0169-2023,2022-05-13,2027-05-12,State PCB,Failed,Verified,/documents/insurance_certificate/OD-002/0169.pdf,3097,Amit Patel,2022-06-03 00:00:00
DOC-00170,OD-001,Environmental Clearance,Env-0170-2023,2023-09-09,2024-09-08,State Government,Extracted,Expired,/documents/environmental_clearance/OD-001/0170.pdf,3201,Amit Patel,2023-09-11 00:00:00
DOC-00171,JH-001,Training Certificate,Tra-0171-2023,2022-02-09,2023-02-09,State PCB,Pending,Expired,/documents/training_certificate/JH-001/0171.pdf,699,Sita Devi,2022-02-17 00:00:00
DOC-00172,CG-001,Training Certificate,Tra-0172-2023,2022-12-11,2025-12-10,Insurance Company,Extracted,Expired,/documents/training_certificate/CG-001/0172.pdf,4564,Amit Patel,2023-01-07 00:00:00
DOC-00173,OD-002,Explosives Licence,Exp-0173-2023,2023-01-11,2024-01-11,DGMS,Extracted,Expired,/documents/explosives_licence/OD-002/0173.pdf,2500,Rajesh Kumar,2023-02-10 00:00:00
DOC-00174,OD-001,Environmental Clearance,Env-0174-2023,2023-12-22,2028-12-20,State Government,Extracted,Verified,/documents/environmental_clearance/OD-001/0174.pdf,2817,Amit Patel,2023-12-25 00:00:00
DOC-00175,JH-002,Environmental Clearance,Env-0175-2023,2023-09-07,2026-09-06,DGMS,Pending,Verified,/documents/environmental_clearance/JH-002/0175.pdf,4819,Sita Devi,2023-09-12 00:00:00
DOC-00176,JH-003,Insurance Certificate,Ins-0176-2023,2022-05-05,2023-05-05,State Government,Pending,Expired,/documents/insurance_certificate/JH-003/0176.pdf,4162,Rajesh Kumar,2022-05-21 00:00:00
DOC-00177,OD-002,Fire Safety Certificate,Fir-0177-2023,2022-09-28,2027-09-27,State PCB,Extracted,Verified,/documents/fire_safety_certificate/OD-002/0177.pdf,3583,Rajesh Kumar,2022-10-23 00:00:00
DOC-00178,CG-002,First Aid Certificate,Fir-0178-2023,2023-04-25,2028-04-23,Insurance Company,Extracted,Verified,/documents/first_aid_certificate/CG-002/0178.pdf,4336,Sita Devi,2023-04-26 00:00:00
DOC-00179,JH-003,Mining Lease,Min-0179-2023,2022-11-02,2026-11-01,DGMS,Extracted,Verified,/documents/mining_lease/JH-003/0179.pdf,4227,Rajesh Kumar,2022-11-12 00:00:00
DOC-00180,JH-002,Safety Certificate,Saf-0180-2023,2023-06-01,2026-05-31,State PCB,Pending,Expired,/documents/safety_certificate/JH-002/0180.pdf,1801,Rajesh Kumar,2023-06-11 00:00:00
DOC-00181,OD-001,Mining Lease,Min-0181-2023,2022-08-27,2027-08-26,DGMS,Failed,Verified,/documents/mining_lease/OD-001/0181.pdf,881,Amit Patel,2022-09-19 00:00:00
DOC-00182,CG-002,Environmental Clearance,Env-0182-2023,2022-12-27,2026-12-26,State Government,Extracted,Pending,/documents/environmental_clearance/CG-002/0182.pdf,919,Rajesh Kumar,2023-01-22 00:00:00
DOC-00183,JH-002,Insurance Certificate,Ins-0183-2023,2023-09-04,2027-09-03,State Government,Extracted,Pending,/documents/insurance_certificate/JH-002/0183.pdf,2311,Sita Devi,2023-10-03 00:00:00
DOC-00184,JH-002,Safety Certificate,Saf-0184-2023,2022-06-08,2023-06-08,State PCB,Extracted,Expired,/documents/safety_certificate/JH-002/0184.pdf,1740,Sita Devi,2022-06-10 00:00:00
DOC-00185,OD-001,Environmental Clearance,Env-0185-2023,2022-11-17,2025-11-16,State Government,Failed,Expired,/documents/environmental_clearance/OD-001/0185.pdf,3600,Rajesh Kumar,2022-12-14 00:00:00
DOC-00186,JH-001,Environmental Clearance,Env-0186-2023,2022-04-04,2024-04-03,Insurance Company,Extracted,Expired,/documents/environmental_clearance/JH-001/0186.pdf,730,Sita Devi,2022-04-30 00:00:00
DOC-00187,OD-002,Training Certificate,Tra-0187-2023,2023-12-23,2026-12-22,DGMS,Extracted,Verified,/documents/training_certificate/OD-002/0187.pdf,3667,Sita Devi,2024-01-13 00:00:00
DOC-00188,JH-003,Safety Certificate,Saf-0188-2023,2022-05-05,2023-05-05,State Government,Extracted,Expired,/documents/safety_certificate/JH-003/0188.pdf,3332,Rajesh Kumar,2022-05-17 00:00:00
DOC-00189,JH-002,Environmental Clearance,Env-0189-2023,2022-06-10,2027-06-09,CPCB,Extracted,Verified,/documents/environmental_clearance/JH-002/0189.pdf,4458,Rajesh Kumar,2022-06-20 00:00:00
DOC-00190,CG-002,Explosives Licence,Exp-0190-2023,2023-01-12,2025-01-11,Insurance Company,Extracted,Expired,/documents/explosives_licence/CG-002/0190.pdf,4333,Amit Patel,2023-02-01 00:00:00
DOC-00191,CG-001,Environmental Clearance,Env-0191-2023,2022-10-10,2024-10-09,State Government,Pending,Expired,/documents/environmental_clearance/CG-001/0191.pdf,2703,Amit Patel,2022-10-17 00:00:00
DOC-00192,JH-003,Explosives Licence,Exp-0192-2023,2022-09-16,2027-09-15,CPCB,Extracted,Verified,/documents/explosives_licence/JH-003/0192.pdf,3312,Rajesh Kumar,2022-09-28 00:00:00
DOC-00193,OD-001,First Aid Certificate,Fir-0193-2023,2023-04-11,2024-04-10,DGMS,Extracted,Expired,/documents/first_aid_certificate/OD-001/0193.pdf,4406,Rajesh Kumar,2023-04-14 00:00:00
DOC-00194,OD-002,Insurance Certificate,Ins-0194-2023,2022-12-16,2027-12-15,State PCB,Extracted,Verified,/documents/insurance_certificate/OD-002/0194.pdf,3891,Sita Devi,2023-01-12 00:00:00
DOC-00195,JH-003,Environmental Clearance,Env-0195-2023,2023-09-09,2027-09-08,DGMS,Extracted,Pending,/documents/environmental_clearance/JH-003/0195.pdf,4983,Sita Devi,2023-10-02 00:00:00
DOC-00196,JH-002,Safety Certificate,Saf-0196-2023,2022-10-13,2026-10-12,CPCB,Extracted,Verified,/documents/safety_certificate/JH-002/0196.pdf,1418,Sita Devi,2022-10-18 00:00:00
DOC-00197,CG-002,Audit Report,Aud-0197-2023,2023-01-06,2024-01-06,State Government,Extracted,Expired,/documents/audit_report/CG-002/0197.pdf,3190,Sita Devi,2023-01-22 00:00:00
DOC-00198,OD-001,Safety Certificate,Saf-0198-2023,2023-11-27,2027-11-26,DGMS,Extracted,Verified,/documents/safety_certificate/OD-001/0198.pdf,3589,Rajesh Kumar,2023-12-03 00:00:00
DOC-00199,CG-002,Insurance Certificate,Ins-0199-2023,2023-03-24,2027-03-23,State Government,Pending,Verified,/documents/insurance_certificate/CG-002/0199.pdf,3738,Rajesh Kumar,2023-03-28 00:00:00
DOC-00200,OD-002,Safety Certificate,Saf-0200-2023,2023-03-15,2024-03-14,CPCB,Pending,Expired,/documents/safety_certificate/OD-002/0200.pdf,1099,Sita Devi,2023-04-01 00:00:00
DOC-00201,CG-002,Training Certificate,Tra-0201-2023,2022-12-10,2025-12-09,DGMS,Pending,Expired,/documents/training_certificate/CG-002/0201.pdf,1738,Amit Patel,2022-12-14 00:00:00
DOC-00202,CG-002,Fire Safety Certificate,Fir-0202-2023,2023-01-19,2024-01-19,CPCB,Extracted,Expired,/documents/fire_safety_certificate/CG-002/0202.pdf,1961,Amit Patel,2023-01-22 00:00:00
DOC-00203,CG-002,Insurance Certificate,Ins-0203-2023,2023-03-30,2024-03-29,CPCB,Extracted,Expired,/documents/insurance_certificate/CG-002/0203.pdf,4481,Amit Patel,2023-04-07 00:00:00
DOC-00204,JH-001,Safety Certificate,Saf-0204-2023,2022-11-18,2027-11-17,CPCB,Extracted,Pending,/documents/safety_certificate/JH-001/0204.pdf,922,Rajesh Kumar,2022-12-05 00:00:00
DOC-00205,JH-002,Environmental Clearance,Env-0205-2023,2023-02-01,2025-01-31,State PCB,Extracted,Expired,/documents/environmental_clearance/JH-002/0205.pdf,945,Sita Devi,2023-02-06 00:00:00
DOC-00206,JH-002,Training Certificate,Tra-0206-2023,2022-12-05,2025-12-04,CPCB,Pending,Expired,/documents/training_certificate/JH-002/0206.pdf,1530,Amit Patel,2022-12-09 00:00:00
DOC-00207,CG-002,Explosives Licence,Exp-0207-2023,2023-06-08,2027-06-07,CPCB,Extracted,Verified,/documents/explosives_licence/CG-002/0207.pdf,4935,Rajesh Kumar,2023-07-07 00:00:00
DOC-00208,CG-002,Audit Report,Aud-0208-2023,2023-01-04,2024-01-04,Insurance Company,Extracted,Expired,/documents/audit_report/CG-002/0208.pdf,1443,Sita Devi,2023-02-03 00:00:00
DOC-00209,JH-002,Training Certificate,Tra-0209-2023,2023-09-12,2024-09-11,Insurance Company,Extracted,Expired,/documents/training_certificate/JH-002/0209.pdf,4077,Rajesh Kumar,2023-09-20 00:00:00
DOC-00210,OD-001,First Aid Certificate,Fir-0210-2023,2023-04-12,2024-04-11,DGMS,Extracted,Expired,/documents/first_aid_certificate/OD-001/0210.pdf,3165,Amit Patel,2023-04-25 00:00:00
DOC-00211,OD-001,Mining Lease,Min-0211-2023,2022-12-02,2025-12-01,Insurance Company,Extracted,Expired,/documents/mining_lease/OD-001/0211.pdf,3569,Sita Devi,2022-12-07 00:00:00
DOC-00212,JH-003,Fire Safety Certificate,Fir-0212-2023,2023-08-07,2026-08-06,CPCB,Extracted,Expired,/documents/fire_safety_certificate/JH-003/0212.pdf,4665,Rajesh Kumar,2023-09-04 00:00:00
DOC-00213,CG-002,Audit Report,Aud-0213-2023,2022-06-17,2025-06-16,Insurance Company,Extracted,Expired,/documents/audit_report/CG-002/0213.pdf,1726,Amit Patel,2022-07-02 00:00:00
DOC-00214,OD-001,Mining Lease,Min-0214-2023,2023-05-21,2027-05-20,State Government,Extracted,Verified,/documents/mining_lease/OD-001/0214.pdf,1730,Rajesh Kumar,2023-06-18 00:00:00
DOC-00215,JH-003,First Aid Certificate,Fir-0215-2023,2022-02-18,2023-02-18,State Government,Extracted,Expired,/documents/first_aid_certificate/JH-003/0215.pdf,1869,Rajesh Kumar,2022-03-13 00:00:00
DOC-00216,JH-003,Safety Certificate,Saf-0216-2023,2023-02-28,2027-02-27,Insurance Company,Extracted,Verified,/documents/safety_certificate/JH-003/0216.pdf,3057,Rajesh Kumar,2023-03-06 00:00:00
DOC-00217,JH-001,Audit Report,Aud-0217-2023,2023-08-31,2027-08-30,DGMS,Extracted,Verified,/documents/audit_report/JH-001/0217.pdf,3792,Rajesh Kumar,2023-09-10 00:00:00
DOC-00218,CG-001,Training Certificate,Tra-0218-2023,2023-05-18,2027-05-17,Insurance Company,Extracted,Rejected,/documents/training_certificate/CG-001/0218.pdf,4396,Rajesh Kumar,2023-05-30 00:00:00
DOC-00219,JH-003,Safety Certificate,Saf-0219-2023,2022-10-02,2026-10-01,State PCB,Extracted,Pending,/documents/safety_certificate/JH-003/0219.pdf,3814,Amit Patel,2022-10-17 00:00:00
DOC-00220,JH-003,Training Certificate,Tra-0220-2023,2022-08-05,2027-08-04,CPCB,Pending,Verified,/documents/training_certificate/JH-003/0220.pdf,4287,Rajesh Kumar,2022-08-28 00:00:00
DOC-00221,OD-002,Fire Safety Certificate,Fir-0221-2023,2022-05-25,2025-05-24,CPCB,Extracted,Expired,/documents/fire_safety_certificate/OD-002/0221.pdf,1986,Amit Patel,2022-05-28 00:00:00
DOC-00222,CG-001,Audit Report,Aud-0222-2023,2022-07-19,2026-07-18,Insurance Company,Failed,Expired,/documents/audit_report/CG-001/0222.pdf,4268,Rajesh Kumar,2022-07-30 00:00:00
DOC-00223,JH-001,Fire Safety Certificate,Fir-0223-2023,2023-07-19,2028-07-17,State Government,Extracted,Verified,/documents/fire_safety_certificate/JH-001/0223.pdf,4957,Amit Patel,2023-08-10 00:00:00
DOC-00224,JH-002,First Aid Certificate,Fir-0224-2023,2022-08-26,2026-08-25,DGMS,Extracted,Verified,/documents/first_aid_certificate/JH-002/0224.pdf,1322,Rajesh Kumar,2022-09-21 00:00:00
DOC-00225,CG-002,Explosives Licence,Exp-0225-2023,2022-11-24,2023-11-24,State PCB,Extracted,Expired,/documents/explosives_licence/CG-002/0225.pdf,1728,Rajesh Kumar,2022-12-07 00:00:00
DOC-00226,OD-002,Insurance Certificate,Ins-0226-2023,2022-11-07,2026-11-06,DGMS,Extracted,Verified,/documents/insurance_certificate/OD-002/0226.pdf,1375,Sita Devi,2022-11-19 00:00:00
DOC-00227,CG-002,Training Certificate,Tra-0227-2023,2023-07-25,2026-07-24,State Government,Pending,Expired,/documents/training_certificate/CG-002/0227.pdf,3795,Amit Patel,2023-07-30 00:00:00
DOC-00228,CG-002,Safety Certificate,Saf-0228-2023,2022-09-03,2025-09-02,State Government,Extracted,Expired,/documents/safety_certificate/CG-002/0228.pdf,3019,Amit Patel,2022-09-17 00:00:00
DOC-00229,JH-002,Training Certificate,Tra-0229-2023,2022-03-28,2025-03-27,CPCB,Extracted,Expired,/documents/training_certificate/JH-002/0229.pdf,4565,Sita Devi,2022-04-20 00:00:00
DOC-00230,OD-001,Insurance Certificate,Ins-0230-2023,2023-09-25,2027-09-24,Insurance Company,Extracted,Verified,/documents/insurance_certificate/OD-001/0230.pdf,3548,Rajesh Kumar,2023-10-03 00:00:00
DOC-00231,OD-001,Environmental Clearance,Env-0231-2023,2022-08-20,2023-08-20,DGMS,Extracted,Expired,/documents/environmental_clearance/OD-001/0231.pdf,2117,Amit Patel,2022-09-16 00:00:00
DOC-00232,JH-001,Explosives Licence,Exp-0232-2023,2022-04-03,2024-04-02,Insurance Company,Pending,Expired,/documents/explosives_licence/JH-001/0232.pdf,1687,Rajesh Kumar,2022-04-25 00:00:00
DOC-00233,OD-002,Mining Lease,Min-0233-2023,2022-10-17,2027-10-16,State PCB,Failed,Verified,/documents/mining_lease/OD-002/0233.pdf,1921,Sita Devi,2022-11-09 00:00:00
DOC-00234,CG-002,Safety Certificate,Saf-0234-2023,2022-06-06,2025-06-05,State PCB,Pending,Expired,/documents/safety_certificate/CG-002/0234.pdf,4757,Sita Devi,2022-06-13 00:00:00
DOC-00235,CG-002,Fire Safety Certificate,Fir-0235-2023,2022-03-14,2027-03-13,State Government,Failed,Verified,/documents/fire_safety_certificate/CG-002/0235.pdf,3497,Amit Patel,2022-03-26 00:00:00
DOC-00236,JH-003,Safety Certificate,Saf-0236-2023,2023-11-17,2027-11-16,DGMS,Extracted,Verified,/documents/safety_certificate/JH-003/0236.pdf,4977,Sita Devi,2023-12-04 00:00:00
DOC-00237,JH-003,Insurance Certificate,Ins-0237-2023,2022-06-03,2023-06-03,DGMS,Extracted,Expired,/documents/insurance_certificate/JH-003/0237.pdf,3024,Rajesh Kumar,2022-06-23 00:00:00
DOC-00238,OD-002,Environmental Clearance,Env-0238-2023,2023-03-13,2028-03-11,DGMS,Pending,Verified,/documents/environmental_clearance/OD-002/0238.pdf,856,Rajesh Kumar,2023-03-17 00:00:00
DOC-00239,OD-002,Environmental Clearance,Env-0239-2023,2022-06-24,2024-06-23,CPCB,Extracted,Expired,/documents/environmental_clearance/OD-002/0239.pdf,2497,Rajesh Kumar,2022-07-09 00:00:00
DOC-00240,OD-002,Environmental Clearance,Env-0240-2023,2022-04-15,2023-04-15,State PCB,Pending,Expired,/documents/environmental_clearance/OD-002/0240.pdf,1924,Sita Devi,2022-05-07 00:00:00
DOC-00241,OD-002,First Aid Certificate,Fir-0241-2023,2022-05-11,2027-05-10,State Government,Extracted,Verified,/documents/first_aid_certificate/OD-002/0241.pdf,3917,Amit Patel,2022-05-16 00:00:00
DOC-00242,JH-001,Fire Safety Certificate,Fir-0242-2023,2022-12-04,2027-12-03,DGMS,Pending,Verified,/documents/fire_safety_certificate/JH-001/0242.pdf,1800,Sita Devi,2022-12-19 00:00:00
DOC-00243,OD-001,Environmental Clearance,Env-0243-2023,2023-10-28,2026-10-27,State PCB,Pending,Verified,/documents/environmental_clearance/OD-001/0243.pdf,2981,Sita Devi,2023-11-09 00:00:00
