reading_id,mine_id,reading_date,reading_time,parameter,sub_parameter,value,unit,permissible_limit,exceedance,location,latitude,longitude,equipment_id,recorded_by
ER-000169,OD-002,2023-05-02,18:06:00,Vibration,Whole Body,3.5,m/s²,5,False,Crusher Area,23.5713192,85.8698761,SENS-Who-075,Rajesh Kumar
ER-000170,OD-002,2023-07-29,00:39:00,Groundwater,Level,54.9,m,100,False,Pit Area,23.8876576,86.3560218,SENS-Lev-020,Amit Patel
ER-000171,CG-001,2023-06-30,21:05:00,Dust,PM10,92.6,mg/m³,100,False,Effluent Treatment,23.8894612,86.1640357,SENS-PM1-060,Amit Patel
ER-000172,OD-002,2023-06-12,00:45:00,Vibration,Whole Body,3.0,m/s²,5,False,Drill Site,23.388316,86.4385325,SENS-Who-003,Sita Devi
ER-000173,CG-001,2023-10-08,06:59:00,Groundwater,Level,88.4,m,100,False,Crusher Area,23.1831097,85.7540567,SENS-Lev-084,Sita Devi
ER-000174,JH-002,2023-08-09,03:34:00,Vibration,Whole Body,2.8,m/s²,5,False,Crusher Area,23.845836,85.7787162,SENS-Who-031,Rajesh Kumar
ER-000175,JH-003,2023-05-09,09:27:00,Vibration,Whole Body,5.0,m/s²,5,False,Pit Area,23.4208167,85.6597277,SENS-Who-094,Amit Patel
ER-000176,CG-002,2023-09-28,06:09:00,Water,pH,4.9,,9,False,Effluent Treatment,23.9709204,86.1744882,SENS-pH-063,Sita Devi
ER-000177,JH-003,2023-06-17,04:01:00,Vibration,Whole Body,5.9,m/s²,5,True,Effluent Treatment,23.4042031,85.6363059,SENS-Who-003,Sita Devi
ER-000178,OD-002,2023-12-06,22:50:00,Air Quality,SO2,72.5,mg/m³,80,False,Pit Area,23.1888469,85.6097427,SENS-SO2-062,Amit Patel
ER-000179,OD-002,2023-03-17,17:00:00,Air Quality,NOx,76.2,mg/m³,80,False,Drill Site,24.1172313,85.4814013,SENS-NOx-029,Sita Devi
ER-000180,JH-001,2023-04-19,06:22:00,Groundwater,Level,88.8,m,100,False,Drill Site,23.4185553,86.1277767,SENS-Lev-012,Rajesh Kumar
ER-000181,CG-001,2023-01-17,14:19:00,Noise,SPL,54.7,dB,85,False,Pit Area,23.7799363,85.9753103,SENS-SPL-066,Rajesh Kumar
ER-000182,CG-002,2023-11-25,19:13:00,Water,pH,9.7,,9,True,Effluent Treatment,23.4105948,85.6649057,SENS-pH-073,Sita Devi
ER-000183,CG-002,2023-09-02,06:55:00,Water,TSS,89.4,mg/m³,100,False,Pit Area,23.3016613,85.538084,SENS-TSS-013,Rajesh Kumar
ER-000184,OD-002,2023-10-27,16:51:00,Vibration,Whole Body,3.7,m/s²,5,False,Effluent Treatment,23.7260589,85.7032938,SENS-Who-095,Amit Patel
ER-000185,JH-001,2023-10-09,15:27:00,Noise,SPL,94.5,dB,85,True,Crusher Area,23.7134962,85.5683263,SENS-SPL-077,Rajesh Kumar
ER-000186,CG-002,2023-07-01,20:04:00,Noise,SPL,65.8,dB,85,False,Pit Area,23.9156901,85.545846,SENS-SPL-075,Amit Patel
ER-000187,JH-002,2023-03-23,00:57:00,Dust,PM2.5,70.7,mg/m³,60,True,Drill Site,23.4006297,85.996127,SENS-PM2-098,Rajesh Kumar
ER-000188,JH-002,2023-04-26,05:28:00,Air Quality,NOx,82.6,mg/m³,80,True,Pit Area,24.1105291,85.5763171,SENS-NOx-002,Amit Patel
ER-000189,CG-001,2023-03-23,20:19:00,Groundwater,Level,71.9,m,100,False,Pit Area,23.8548056,86.1056276,SENS-Lev-057,Rajesh Kumar
ER-000190,CG-001,2023-09-27,02:46:00,Water,pH,6.2,,9,False,Crusher Area,23.6612215,85.4758099,SENS-pH-086,Sita Devi
ER-000191,CG-001,2023-04-20,00:09:00,Dust,PM2.5,71.4,mg/m³,60,True,Drill Site,23.7548881,85.7802952,SENS-PM2-090,Sita Devi
ER-000192,CG-002,2023-10-19,13:54:00,Vibration,Whole Body,2.5,m/s²,5,False,Effluent Treatment,23.6519217,86.1271584,SENS-Who-093,Sita Devi
ER-000193,JH-002,2023-05-23,01:25:00,Dust,PM2.5,46.3,mg/m³,60,False,Crusher Area,23.386916,85.8865937,SENS-PM2-036,Rajesh Kumar
ER-000194,JH-002,2023-04-16,08:11:00,Dust,PM2.5,62.2,mg/m³,60,True,Crusher Area,23.3422783,86.3830928,SENS-PM2-063,Sita Devi
ER-000195,CG-002,2023-05-06,20:57:00,Dust,PM10,111.0,mg/m³,100,True,Pit Area,24.145255,86.0894503,SENS-PM1-044,Sita Devi
ER-000196,CG-001,2023-11-12,15:17:00,Air Quality,SO2,60.2,mg/m³,80,False,Effluent Treatment,23.5852547,85.7682523,SENS-SO2-035,Amit Patel
ER-000197,JH-002,2023-09-25,12:00:00,Noise,SPL,91.5,dB,85,True,Effluent Treatment,24.1102199,86.0052349,SENS-SPL-012,Rajesh Kumar
ER-000198,CG-002,2023-10-20,18:21:00,Vibration,Whole Body,3.3,m/s²,5,False,Pit Area,23.2908064,85.8026041,SENS-Who-052,Rajesh Kumar
ER-000199,JH-001,2023-04-17,20:40:00,Dust,PM10,88.2,mg/m³,100,False,Drill Site,23.6792299,86.0750844,SENS-PM1-042,Sita Devi
ER-000200,OD-001,2023-10-30,08:17:00,Groundwater,Level,105.2,m,100,True,Crusher Area,23.8505749,85.888279,SENS-Lev-092,Rajesh Kumar
ER-000201,OD-001,2023-12-31,11:59:00,Water,pH,6.7,,9,False,Effluent Treatment,24.0847473,85.7173089,SENS-pH-049,Sita Devi
ER-000202,OD-002,2023-04-19,08:19:00,Air Quality,SO2,51.9,mg/m³,80,False,Pit Area,23.9453296,85.927815,SENS-SO2-061,Rajesh Kumar
ER-000203,JH-001,2023-03-25,04:19:00,Noise,SPL,45.8,dB,85,False,Pit Area,23.7160253,85.7660042,SENS-SPL-056,Rajesh Kumar
ER-000204,JH-001,2023-05-17,09:39:00,Groundwater,Level,116.0,m,100,True,Drill Site,23.6623563,85.6881538,SENS-Lev-063,Rajesh Kumar
ER-000205,JH-001,2023-03-28,22:01:00,Noise,SPL,45.9,dB,85,False,Pit Area,23.4762136,86.260266,SENS-SPL-036,Sita Devi
ER-000206,CG-001,2023-11-09,13:30:00,Noise,SPL,55.2,dB,85,False,Pit Area,23.7011518,85.912746,SENS-SPL-048,Rajesh Kumar
ER-000207,JH-003,2023-06-07,03:08:00,Dust,PM2.5,58.8,mg/m³,60,False,Crusher Area,23.5166075,86.2561911,SENS-PM2-099,Rajesh Kumar
ER-000208,JH-003,2023-06-02,17:58:00,Noise,SPL,45.2,dB,85,False,Crusher Area,23.4754016,86.1844006,SENS-SPL-053,Rajesh Kumar
ER-000209,CG-001,2023-12-08,06:40:00,Vibration,Whole Body,5.2,m/s²,5,True,Drill Site,23.354727,86.0950665,SENS-Who-058,Sita Devi
ER-000210,OD-002,2023-08-25,09:31:00,Noise,SPL,53.7,dB,85,False,Pit Area,23.4226659,85.9472555,SENS-SPL-048,Rajesh Kumar
ER-000211,CG-002,2023-04-27,07:12:00,Water,TSS,59.2,mg/m³,100,False,Pit Area,23.823856,86.3366654,SENS-TSS-096,Rajesh Kumar
ER-000212,CG-001,2023-05-12,06:56:00,Air Quality,SO2,50.5,mg/m³,80,False,Effluent Treatment,23.5659671,86.3021065,SENS-SO2-056,Rajesh Kumar
ER-000213,OD-002,2023-11-26,18:26:00,Groundwater,Level,102.7,m,100,True,Effluent Treatment,23.3862225,85.9900433,SENS-Lev-091,Sita Devi
ER-000214,OD-001,2023-03-08,01:51:00,Air Quality,NOx,55.3,mg/m³,80,False,Drill Site,24.0426605,86.3240755,SENS-NOx-085,Sita Devi
ER-000215,JH-003,2023-05-19,08:51:00,Vibration,Whole Body,4.7,m/s²,5,False,Crusher Area,23.6939668,86.1122507,SENS-Who-003,Rajesh Kumar
ER-000216,JH-003,2023-08-23,01:33:00,Air Quality,NOx,57.6,mg/m³,80,False,Drill Site,23.8506386,86.0767369,SENS-NOx-055,Amit Patel
ER-000217,OD-001,2023-04-28,21:52:00,Vibration,Whole Body,3.0,m/s²,5,False,Crusher Area,24.1640174,86.0470936,SENS-Who-015,Sita Devi
ER-000218,OD-001,2023-02-21,12:01:00,Groundwater,Level,107.7,m,100,True,Drill Site,24.011039,86.0950815,SENS-Lev-056,Sita Devi
ER-000219,JH-001,2023-11-22,13:16:00,Air Quality,SO2,40.8,mg/m³,80,False,Drill Site,23.4089591,86.3812959,SENS-SO2-096,Rajesh Kumar
ER-000220,OD-001,2023-10-12,06:40:00,Vibration,Whole Body,3.1,m/s²,5,False,Pit Area,23.4802615,85.6367883,SENS-Who-035,Sita Devi
ER-000221,OD-001,2023-05-04,20:00:00,Groundwater,Level,63.0,m,100,False,Drill Site,23.9918257,85.5306154,SENS-Lev-055,Amit Patel
ER-000222,JH-002,2023-07-18,13:13:00,Noise,SPL,73.0,dB,85,False,Crusher Area,23.597335,86.2396409,SENS-SPL-043,Amit Patel
ER-000223,OD-001,2023-06-23,08:23:00,Dust,PM10,117.4,mg/m³,100,True,Crusher Area,23.5649864,86.1382891,SENS-PM1-057,Rajesh Kumar
ER-000224,CG-002,2023-05-03,18:19:00,Groundwater,Level,74.5,m,100,False,Drill Site,24.0901795,86.015132,SENS-Lev-092,Rajesh Kumar
ER-000225,CG-002,2023-08-18,22:35:00,Dust,PM2.5,47.3,mg/m³,60,False,Effluent Treatment,23.6203092,86.0405463,SENS-PM2-092,Sita Devi
ER-000226,JH-003,2023-10-04,12:50:00,Air Quality,NOx,43.7,mg/m³,80,False,Drill Site,23.2243536,86.2950759,SENS-NOx-073,Amit Patel
ER-000227,CG-001,2023-10-09,04:45:00,Noise,SPL,56.1,dB,85,False,Drill Site,23.3208309,86.0721871,SENS-SPL-091,Sita Devi
ER-000228,JH-001,2023-04-07,07:54:00,Vibration,Whole Body,5.8,m/s²,5,True,Drill Site,24.0568579,85.652026,SENS-Who-074,Sita Devi
ER-000229,OD-001,2023-07-26,02:05:00,Groundwater,Level,82.6,m,100,False,Effluent Treatment,23.6306636,86.2540327,SENS-Lev-033,Sita Devi
ER-000230,OD-001,2023-06-03,19:20:00,Groundwater,Level,83.0,m,100,False,Crusher Area,23.1746053,86.0975123,SENS-Lev-093,Rajesh Kumar
ER-000231,OD-002,2023-11-01,15:29:00,Water,TSS,67.4,mg/m³,100,False,Crusher Area,23.2550316,86.1934168,SENS-TSS-032,Amit Patel
ER-000232,CG-002,2023-09-07,19:33:00,Water,TSS,91.3,mg/m³,100,False,Crusher Area,23.4260132,86.0963621,SENS-TSS-053,Sita Devi
ER-000233,CG-002,2023-07-03,20:51:00,Groundwater,Level,114.4,m,100,True,Effluent Treatment,24.0871802,86.2771133,SENS-Lev-030,Rajesh Kumar
ER-000234,CG-002,2023-09-19,11:07:00,Air Quality,NOx,51.7,mg/m³,80,False,Crusher Area,23.9776389,86.2938482,SENS-NOx-054,Sita Devi
ER-000235,JH-001,2023-07-19,05:42:00,Vibration,Whole Body,3.1,m/s²,5,False,Drill Site,23.9088566,85.7450094,SENS-Who-013,Sita Devi
ER-000236,CG-002,2023-12-11,06:26:00,Air Quality,NOx,49.4,mg/m³,80,False,Pit Area,23.6071582,85.7486086,SENS-NOx-094,Amit Patel
ER-000237,JH-001,2023-01-20,14:23:00,Noise,SPL,91.5,dB,85,True,Pit Area,23.9032073,85.7555975,SENS-SPL-072,Rajesh Kumar
ER-000238,CG-002,2023-11-07,12:30:00,Dust,PM10,98.5,mg/m³,100,False,Pit Area,23.3884746,86.1697778,SENS-PM1-024,Rajesh Kumar
ER-000239,OD-001,2023-03-08,12:15:00,Water,TSS,57.2,mg/m³,100,False,Effluent Treatment,23.5591567,86.108816,SENS-TSS-003,Amit Patel
ER-000240,JH-001,2023-11-06,17:12:00,Vibration,Whole Body,5.6,m/s²,5,True,Effluent Treatment,23.6391039,86.2156193,SENS-Who-063,Sita Devi
ER-000241,OD-002,2023-04-12,18:08:00,Water,TSS,57.3,mg/m³,100,False,Effluent Treatment,24.1537882,85.5368292,SENS-TSS-034,Rajesh Kumar
ER-000242,CG-002,2023-04-04,22:12:00,Groundwater,Level,71.4,m,100,False,Effluent Treatment,23.4397825,86.1957411,SENS-Lev-056,Sita Devi
ER-000243,OD-002,2023-09-01,09:16:00,Vibration,Whole Body,4.8,m/s²,5,False,Crusher Area,23.498615,86.3839644,SENS-Who-062,Sita Devi
ER-000244,OD-001,2023-03-31,04:59:00,Air Quality,SO2,62.0,mg/m³,80,False,Crusher Area,23.8931981,85.7309124,SENS-SO2-073,Amit Patel
ER-000245,OD-001,2023-12-27,21:21:00,Groundwater,Level,66.7,m,100,False,Drill Site,23.7912021,86.0105098,SENS-Lev-002,Rajesh Kumar
ER-000246,OD-001,2023-08-28,13:44:00,Noise,SPL,48.0,dB,85,False,Drill Site,23.4260858,86.2787188,SENS-SPL-084,Rajesh Kumar
ER-000247,JH-003,2023-08-12,17:20:00,Water,pH,8.8,,9,False,Crusher Area,23.3392337,86.0405548,SENS-pH-027,Amit Patel
ER-000248,OD-001,2023-05-23,11:55:00,Noise,SPL,71.9,dB,85,False,Pit Area,23.6150481,85.9060763,SENS-SPL-065,Rajesh Kumar
ER-000249,CG-002,2023-11-17,09:52:00,Vibration,Whole Body,3.0,m/s²,5,False,Drill Site,23.2011354,85.4562902,SENS-Who-065,Rajesh Kumar
ER-000250,JH-003,2023-05-31,23:06:00,Vibration,Whole Body,5.6,m/s²,5,True,Crusher Area,23.5529576,85.5725071,SENS-Who-029,Sita Devi
ER-000251,JH-002,2023-05-12,05:45:00,Vibration,Whole Body,5.4,m/s²,5,True,Drill Site,23.7418448,86.1678592,SENS-Who-063,Rajesh Kumar
ER-000252,OD-002,2023-05-03,13:18:00,Dust,PM2.5,57.4,mg/m³,60,False,Effluent Treatment,23.8685392,85.9925204,SENS-PM2-063,Sita Devi
ER-000253,CG-001,2023-09-02,12:53:00,Air Quality,NOx,74.9,mg/m³,80,False,Pit Area,24.0705421,85.6452064,SENS-NOx-091,Amit Patel
ER-000254,CG-001,2023-06-29,08:38:00,Water,TSS,69.9,mg/m³,100,False,Drill Site,24.1045536,85.6763944,SENS-TSS-097,Amit Patel
ER-000255,OD-002,2023-02-07,17:40:00,Noise,SPL,74.9,dB,85,False,Pit Area,23.6287689,86.1229338,SENS-SPL-026,Amit Patel
ER-000256,CG-001,2023-11-15,03:47:00,Groundwater,Level,57.2,m,100,False,Pit Area,23.5872007,86.0553507,SENS-Lev-086,Sita Devi
ER-000257,JH-002,2023-09-20,00:12:00,Vibration,Whole Body,4.1,m/s²,5,False,Crusher Area,23.9765289,85.8064965,SENS-Who-006,Rajesh Kumar
ER-000258,JH-002,2023-10-03,13:52:00,Air Quality,SO2,48.3,mg/m³,80,False,Effluent Treatment,23.7750394,85.7155299,SENS-SO2-007,Amit Patel
ER-000259,JH-001,2023-05-09,17:16:00,Air Quality,NOx,89.4,mg/m³,80,True,Drill Site,23.5389118,85.7404178,SENS-NOx-005,Sita Devi
ER-000260,CG-001,2023-10-03,04:44:00,Vibration,Whole Body,3.5,m/s²,5,False,Pit Area,24.0865951,86.3855853,SENS-Who-010,Amit Patel
ER-000261,JH-002,2023-04-25,23:44:00,Vibration,Whole Body,5.5,m/s²,5,True,Pit Area,23.7810243,86.2544102,SENS-Who-093,Rajesh Kumar
ER-000262,JH-002,2023-03-20,05:47:00,Noise,SPL,92.8,dB,85,True,Drill Site,23.4223238,86.2800278,SENS-SPL-075,Rajesh Kumar
ER-000263,CG-002,2023-01-21,20:20:00,Dust,PM10,119.5,mg/m³,100,True,Pit Area,23.3005594,86.3245096,SENS-PM1-087,Amit Patel
ER-000264,CG-002,2023-09-07,14:57:00,Air Quality,NOx,89.2,mg/m³,80,True,Effluent Treatment,23.7990274,86.002178,SENS-NOx-082,Rajesh Kumar
ER-000265,JH-001,2023-08-06,14:55:00,Vibration,Whole Body,5.6,m/s²,5,True,Drill Site,23.8137222,85.5245457,SENS-Who-020,Rajesh Kumar
ER-000266,JH-001,2023-04-12,15:24:00,Dust,PM10,87.4,mg/m³,100,False,Pit Area,23.1809747,85.4908826,SENS-PM1-091,Rajesh Kumar
ER-000267,JH-001,2023-08-07,15:01:00,Air Quality,SO2,84.8,mg/m³,80,True,Pit Area,23.9491352,86.2596115,SENS-SO2-063,Amit Patel
ER-000268,JH-002,2023-12-26,18:11:00,Air Quality,SO2,70.7,mg/m³,80,False,Pit Area,23.5659245,85.8930897,SENS-SO2-048,Amit Patel
ER-000269,JH-003,2023-05-26,07:34:00,Water,pH,10.3,,9,True,Crusher Area,23.7084708,85.866689,SENS-pH-001,Sita Devi
ER-000270,OD-002,2023-03-24,03:46:00,Dust,PM2.5,61.4,mg/m³,60,True,Crusher Area,23.8738697,85.9128293,SENS-PM2-053,Amit Patel
ER-000271,OD-001,2023-06-26,21:51:00,Air Quality,SO2,86.7,mg/m³,80,True,Drill Site,23.3726133,85.4899571,SENS-SO2-074,Sita Devi
ER-000272,OD-001,2023-11-07,11:23:00,Groundwater,Level,111.9,m,100,True,Crusher Area,23.8855782,85.9848516,SENS-Lev-075,Sita Devi
ER-000273,OD-002,2023-08-28,18:31:00,Air Quality,NOx,42.1,mg/m³,80,False,Drill Site,23.2578521,85.4548856,SENS-NOx-014,Amit Patel
ER-000274,OD-002,2023-04-06,05:47:00,Air Quality,NOx,91.1,mg/m³,80,True,Effluent Treatment,23.8853821,85.7846127,SENS-NOx-006,Sita Devi
ER-000275,OD-002,2023-06-26,10:46:00,Groundwater,Level,73.9,m,100,False,Crusher Area,23.3317404,85.833074,SENS-Lev-097,Amit Patel
ER-000276,JH-001,2023-12-21,10:36:00,Air Quality,NOx,52.4,mg/m³,80,False,Crusher Area,23.5379749,86.3185196,SENS-NOx-073,Amit Patel
ER-000277,CG-002,2023-10-04,17:25:00,Water,pH,10.8,,9,True,Effluent Treatment,23.8548908,85.650967,SENS-pH-068,Sita Devi
ER-000278,CG-002,2023-05-08,03:00:00,Groundwater,Level,59.9,m,100,False,Pit Area,24.0430713,85.6247668,SENS-Lev-003,Amit Patel
ER-000279,CG-001,2023-12-03,14:32:00,Dust,PM2.5,33.5,mg/m³,60,False,Pit Area,23.1837532,86.082215,SENS-PM2-061,Sita Devi
ER-000280,JH-003,2023-06-26,19:23:00,Noise,SPL,52.7,dB,85,False,Drill Site,23.2560224,85.4680169,SENS-SPL-063,Sita Devi
ER-000281,OD-002,2023-01-17,22:44:00,Water,pH,9.5,,9,True,Effluent Treatment,24.1148632,85.5375476,SENS-pH-075,Amit Patel
ER-000282,CG-002,2023-11-09,15:44:00,Groundwater,Level,75.0,m,100,False,Drill Site,23.939821,86.2624076,SENS-Lev-031,Sita Devi
ER-000283,OD-001,2023-02-16,13:24:00,Dust,PM10,98.7,mg/m³,100,False,Pit Area,23.7661439,86.2965009,SENS-PM1-038,Sita Devi
ER-000284,CG-001,2023-09-29,18:04:00,Air Quality,NOx,72.5,mg/m³,80,False,Effluent Treatment,23.6703343,85.6364325,SENS-NOx-028,Amit Patel
ER-000285,JH-001,2023-10-02,14:42:00,Vibration,Whole Body,5.9,m/s²,5,True,Pit Area,24.0072242,85.9057525,SENS-Who-088,Amit Patel
ER-000286,CG-002,2023-08-26,09:33:00,Water,TSS,83.7,mg/m³,100,False,Crusher Area,23.2178299,85.8653777,SENS-TSS-032,Rajesh Kumar
ER-000287,OD-002,2023-01-26,12:46:00,Groundwater,Level,114.7,m,100,True,Effluent Treatment,23.3895695,85.5485355,SENS-Lev-043,Rajesh Kumar
ER-000288,JH-003,2023-07-03,23:32:00,Water,pH,7.6,,9,False,Pit Area,23.9595326,86.2909829,SENS-pH-036,Amit Patel
ER-000289,CG-001,2023-05-27,18:21:00,Noise,SPL,87.0,dB,85,True,Drill Site,24.1156839,86.3518306,SENS-SPL-006,Rajesh Kumar
ER-000290,JH-001,2023-10-15,18:25:00,Vibration,Whole Body,4.9,m/s²,5,False,Crusher Area,23.6615492,85.9249474,SENS-Who-059,Sita Devi
ER-000291,OD-002,2023-02-19,20:32:00,Air Quality,SO2,61.6,mg/m³,80,False,Pit Area,23.4698234,85.6293501,SENS-SO2-025,Sita Devi
ER-000292,JH-001,2023-07-09,06:15:00,Air Quality,NOx,41.5,mg/m³,80,False,Crusher Area,24.0538531,85.6686288,SENS-NOx-085,Amit Patel
ER-000293,OD-001,2023-06-17,09:00:00,Vibration,Whole Body,5.0,m/s²,5,False,Drill Site,23.6595827,85.450235,SENS-Who-061,Sita Devi
ER-000294,CG-001,2023-10-20,10:50:00,Dust,PM2.5,40.3,mg/m³,60,False,Pit Area,23.5373012,86.1010555,SENS-PM2-085,Sita Devi
ER-000295,OD-001,2023-12-23,18:44:00,Groundwater,Level,93.2,m,100,False,Crusher Area,24.1023046,85.5091963,SENS-Lev-070,Amit Patel
ER-000296,CG-001,2023-06-18,03:57:00,Air Quality,NOx,80.4,mg/m³,80,True,Pit Area,23.9445531,85.6437916,SENS-NOx-065,Rajesh Kumar
ER-000297,OD-002,2023-08-05,11:42:00,Water,TSS,61.8,mg/m³,100,False,Drill Site,23.866462,86.0167568,SENS-TSS-042,Sita Devi
ER-000298,OD-001,2023-06-28,03:45:00,Air Quality,SO2,79.6,mg/m³,80,False,Effluent Treatment,23.5772225,86.1789358,SENS-SO2-020,Amit Patel
ER-000299,OD-002,2023-06-21,15:21:00,Water,TSS,75.6,mg/m³,100,False,Crusher Area,23.5285027,86.128654,SENS-TSS-014,Rajesh Kumar
ER-000300,OD-001,2023-03-16,11:50:00,Groundwater,Level,90.9,m,100,False,Pit Area,24.0267145,85.508708,SENS-Lev-054,Rajesh Kumar
ER-000301,CG-001,2023-06-23,07:35:00,Water,TSS,71.6,mg/m³,100,False,Crusher Area,23.9113348,86.4112345,SENS-TSS-014,Sita Devi
ER-000302,OD-002,2023-08-13,01:54:00,Water,TSS,110.0,mg/m³,100,True,Pit Area,23.3036761,85.6920091,SENS-TSS-020,Sita Devi
ER-000303,JH-002,2023-12-12,20:20:00,Water,pH,5.0,,9,False,Drill Site,23.3418551,85.8473925,SENS-pH-086,Amit Patel
ER-000304,JH-002,2023-02-06,03:28:00,Dust,PM2.5,43.1,mg/m³,60,False,Drill Site,24.073999,85.610168,SENS-PM2-044,Amit Patel
ER-000305,OD-002,2023-01-31,00:10:00,Vibration,Whole Body,4.1,m/s²,5,False,Crusher Area,24.047238,86.0211994,SENS-Who-059,Rajesh Kumar
ER-000306,JH-003,2023-06-27,09:23:00,Noise,SPL,66.7,dB,85,False,Drill Site,23.2847508,86.1802674,SENS-SPL-082,Sita Devi
ER-000307,CG-001,2023-01-30,02:39:00,Water,pH,10.7,,9,True,Pit Area,23.3908386,86.2439559,SENS-pH-099,Sita Devi
ER-000308,JH-003,2023-07-06,01:11:00,Groundwater,Level,53.4,m,100,False,Crusher Area,24.0273138,85.8777589,SENS-Lev-037,Amit Patel
ER-000309,OD-001,2023-05-19,01:03:00,Water,pH,6.3,,9,False,Drill Site,23.593409,85.8431775,SENS-pH-068,Sita Devi
ER-000310,OD-002,2023-09-24,22:06:00,Water,pH,8.9,,9,False,Crusher Area,23.7500266,85.7951788,SENS-pH-015,Amit Patel
ER-000311,JH-002,2023-10-06,21:27:00,Groundwater,Level,95.4,m,100,False,Effluent Treatment,23.6102955,85.54662,SENS-Lev-095,Amit Patel
ER-000312,JH-003,2023-06-09,23:14:00,Dust,PM10,54.9,mg/m³,100,False,Drill Site,23.2283266,85.7275006,SENS-PM1-073,Rajesh Kumar
ER-000313,JH-003,2023-04-06,21:57:00,Noise,SPL,82.5,dB,85,False,Drill Site,23.660513,85.9847742,SENS-SPL-037,Rajesh Kumar
ER-000314,OD-001,2023-06-05,18:57:00,Groundwater,Level,91.7,m,100,False,Crusher Area,23.5211553,86.3381139,SENS-Lev-032,Amit Patel
ER-000315,CG-002,2023-02-18,22:26:00,Groundwater,Level,88.3,m,100,False,Crusher Area,23.4551641,86.4310874,SENS-Lev-038,Amit Patel
ER-000316,OD-001,2023-09-28,08:19:00,Vibration,Whole Body,6.0,m/s²,5,True,Effluent Treatment,23.4119268,86.0761146,SENS-Who-095,Sita Devi
ER-000317,OD-001,2023-08-20,16:22:00,Water,TSS,55.3,mg/m³,100,False,Drill Site,23.3365225,85.9921432,SENS-TSS-100,Rajesh Kumar
ER-000318,JH-003,2023-01-18,02:01:00,Vibration,Whole Body,4.7,m/s²,5,False,Effluent Treatment,24.0731061,86.4056702,SENS-Who-064,Amit Patel
ER-000319,CG-002,2023-06-18,10:48:00,Dust,PM10,119.8,mg/m³,100,True,Effluent Treatment,24.0803944,85.4785108,SENS-PM1-040,Amit Patel
ER-000320,JH-001,2023-04-30,02:58:00,Groundwater,Level,72.5,m,100,False,Pit Area,23.8486445,85.4817533,SENS-Lev-018,Amit Patel
ER-000321,JH-001,2023-12-14,01:09:00,Groundwater,Level,82.7,m,100,False,Crusher Area,23.9091061,85.6287821,SENS-Lev-065,Sita Devi
ER-000322,OD-001,2023-02-24,15:23:00,Groundwater,Level,90.6,m,100,False,Drill Site,23.3882144,86.1317276,SENS-Lev-100,Sita Devi
ER-000323,CG-002,2023-11-28,17:03:00,Air Quality,SO2,57.4,mg/m³,80,False,Effluent Treatment,23.8565939,86.0058468,SENS-SO2-079,Sita Devi
ER-000324,CG-001,2023-10-16,05:35:00,Dust,PM10,54.4,mg/m³,100,False,Crusher Area,23.3254891,85.8902417,SENS-PM1-003,Amit Patel
ER-000325,JH-001,2023-07-14,04:24:00,Vibration,Whole Body,5.4,m/s²,5,True,Pit Area,23.8508632,85.4524983,SENS-Who-033,Sita Devi
ER-000326,CG-001,2023-07-16,02:04:00,Groundwater,Level,68.0,m,100,False,Pit Area,23.6366723,85.858978,SENS-Lev-045,Rajesh Kumar
ER-000327,JH-003,2023-11-30,13:09:00,Dust,PM2.5,39.4,mg/m³,60,False,Drill Site,23.9738081,86.3672907,SENS-PM2-008,Amit Patel
ER-000328,JH-002,2023-03-08,05:55:00,Noise,SPL,81.1,dB,85,False,Pit Area,23.308187,86.355984,SENS-SPL-031,Rajesh Kumar
ER-000329,JH-001,2023-08-02,12:26:00,Noise,SPL,90.6,dB,85,True,Drill Site,23.5586276,86.1951724,SENS-SPL-079,Sita Devi
ER-000330,CG-001,2023-09-02,13:16:00,Water,TSS,64.8,mg/m³,100,False,Pit Area,23.6891448,85.6530293,SENS-TSS-052,Sita Devi
ER-000331,OD-001,2023-02-17,02:29:00,Dust,PM2.5,32.0,mg/m³,60,False,Effluent Treatment,24.0832641,85.6043158,SENS-PM2-065,Sita Devi
ER-000332,OD-002,2023-02-26,17:13:00,Vibration,Whole Body,3.5,m/s²,5,False,Effluent Treatment,23.3518039,85.5249565,SENS-Who-032,Sita Devi
ER-000333,CG-001,2023-07-30,14:23:00,Groundwater,Level,81.6,m,100,False,Crusher Area,24.1168895,85.6660222,SENS-Lev-032,Sita Devi
ER-000334,CG-002,2023-10-24,09:37:00,Groundwater,Level,59.4,m,100,False,Crusher Area,23.393671,85.8858523,SENS-Lev-043,Sita Devi
ER-000335,JH-001,2023-04-12,08:43:00,Dust,PM2.5,33.6,mg/m³,60,False,Pit Area,23.6332923,85.6026154,SENS-PM2-045,Rajesh Kumar
ER-000336,JH-002,2023-05-25,09:23:00,Vibration,Whole Body,5.3,m/s²,5,True,Drill Site,23.7219464,86.0263727,SENS-Who-022,Sita Devi
ER-000337,JH-001,2023-02-02,22:42:00,Noise,SPL,83.8,dB,85,False,Crusher Area,23.9960082,86.0029613,SENS-SPL-002,Rajesh Kumar
ER-000338,CG-001,2023-10-13,00:47:00,Dust,PM10,96.2,mg/m³,100,False,Pit Area,24.139905,85.887624,SENS-PM1-062,Rajesh Kumar
