mine_id,equipment_type,shift,operating_hours,temperature_C,vibration,pressure_bar,dust_level_ug,rpm,oil_temp_C,load_percentage,machine_failure
JH-002,Excavator,Night,8112.68,16.86,3.9597,78.47,214.45,1165.24,69.49,96.86,0
CG-001,Dumper,Afternoon,8120.12,49.07,0.7226,149.96,60.01,1370.17,80.95,45.39,0
OD-001,Excavator,Afternoon,8684.02,70.74,4.1964,91.64,21.6,1383.26,88.55,57.98,0
CG-001,Loader,Afternoon,9141.08,74.13,5.2176,88.87,218.7,1578.9,64.91,80.38,0
CG-001,Loader,Morning,5162.29,69.63,2.3292,90.23,289.41,1143.59,85.71,45.56,0
CG-001,Dumper,Morning,5065.01,62.38,3.2313,107.96,168.19,1568.57,82.38,62.74,0
CG-001,Loader,Morning,8003.12,79.56,1.7868,70.95,115.42,1460.49,75.05,37.9,0
OD-002,Crusher,Morning,6534.64,55.07,3.26,102.72,18.97,1924.47,94.92,40.52,0
JH-001,Drill Rig,Night,7049.47,76.28,9.3047,66.3,175.47,1176.21,87.24,92.81,1
OD-002,Dumper,Morning,7978.35,54.23,0.9063,98.53,105.09,1762.52,87.62,86.16,0
JH-001,Loader,Night,8911.05,46.78,2.1162,122.53,198.46,1429.79,78.24,74.92,0
OD-002,Dumper,Night,3446.15,44.91,4.0486,88.91,287.13,1303.12,91.68,94.93,0
JH-002,Crusher,Afternoon,3818.27,44.03,5.1079,117.75,16.5,1956.52,60.81,102.25,0
JH-001,Excavator,Night,1030.42,69.89,1.3618,66.61,210.31,1369.73,76.78,83.55,0
OD-002,Drill Rig,Afternoon,5824.97,48.86,1.9757,87.57,205.19,1618.8,76.14,104.44,0
OD-002,Crusher,Afternoon,455.83,44.5,2.0337,75.51,182.02,1434.62,74.66,38.03,0
OD-002,Crusher,Night,4709.42,70.71,1.9611,138.16,220.91,1431.58,72.96,56.28,1
JH-001,Dumper,Afternoon,5472.18,64.92,2.5649,91.84,118.51,1679.75,88.45,79.51,0
OD-001,Dumper,Afternoon,2936.76,74.44,1.3306,86.99,45.68,1722.75,74.35,51.03,0
OD-001,Loader,Morning,5949.25,67.69,2.3935,94.84,11.27,1273.45,79.32,81.56,0
CG-001,Dumper,Afternoon,401.95,48.7,1.7022,100.13,125.99,1295.42,106.5,103.86,1
JH-001,Drill Rig,Afternoon,469.75,61.14,2.6263,92.58,243.58,475.09,80.38,50.61,0
CG-002,Loader,Morning,8243.75,61.88,1.9106,76.18,181.33,1398.57,75.56,81.17,0
OD-002,Excavator,Afternoon,3665.89,46.21,2.498,126.99,52.8,1918.38,73.27,97.58,0
CG-002,Loader,Night,1357.9,43.43,1.619,121.76,102.31,1964.31,77.98,72.63,0
JH-001,Drill Rig,Night,5270.21,49.79,4.3769,106.66,202.34,1499.23,77.73,106.5,0
OD-001,Excavator,Morning,7722.94,90.55,2.3099,105.6,278.48,1964.38,99.21,49.54,0
JH-001,Loader,Afternoon,2236.63,53.81,2.7371,104.31,259.05,1846.35,81.54,57.88,0
JH-001,Excavator,Afternoon,6266.62,78.49,2.5271,90.87,193.34,1693.81,75.71,32.5,0
JH-002,Dumper,Morning,944.94,52.97,2.7281,88.7,73.34,1116.75,102.9,44.34,0
JH-002,Dumper,Night,611.65,73.33,2.7213,131.88,262.14,1419.73,73.81,43.13,0
CG-002,Excavator,Morning,5360.41,73.54,4.0656,112.5,277.01,1205.25,65.04,88.42,0
JH-002,Excavator,Morning,5452.29,74.29,2.356,73.4,273.68,1180.65,75.13,77.06,0
CG-002,Crusher,Morning,6410.56,65.82,1.8967,90.97,174.19,1597.57,62.6,104.06,0
OD-001,Drill Rig,Morning,7288.3,80.66,2.7756,109.75,262.67,1677.89,83.51,32.65,0
JH-001,Dumper,Night,9760.94,65.68,2.0008,107.36,240.02,838.47,79.54,82.37,1
CG-002,Crusher,Afternoon,5211.37,85.7,2.6183,110.56,189.51,1361.59,83.69,35.75,0
JH-002,Crusher,Night,3297.27,35.7,1.6064,70.28,294.8,1181.0,75.0,65.93,0
OD-002,Drill Rig,Afternoon,7972.34,65.22,4.5946,106.4,80.85,1504.65,81.97,74.35,0
CG-001,Excavator,Afternoon,2781.24,64.25,1.8399,122.31,191.0,1280.49,95.83,75.97,0
JH-002,Loader,Night,4445.82,45.95,4.9516,69.9,17.67,1587.72,87.77,49.68,0
OD-002,Loader,Afternoon,876.72,68.69,2.6365,134.79,140.75,1853.02,89.74,76.36,0
CG-001,Excavator,Morning,350.97,37.65,4.1707,106.6,251.76,1520.5,86.3,81.71,0
CG-002,Dumper,Afternoon,9630.22,50.19,1.8521,102.19,78.17,1735.39,95.4,106.44,1
OD-002,Dumper,Afternoon,8376.2,30.01,1.0167,80.97,227.98,1892.7,81.82,91.95,1
CG-002,Dumper,Morning,6990.14,83.38,1.192,87.26,230.79,1544.3,80.57,78.48,0
OD-001,Crusher,Night,4148.63,56.53,9.5015,92.45,194.05,1093.17,79.96,34.76,0
CG-002,Excavator,Morning,1815.61,92.5,2.0158,71.48,269.11,1142.81,72.74,102.65,0
JH-001,Drill Rig,Morning,1648.73,72.04,4.7024,93.7,140.3,1466.76,78.22,42.92,0
JH-001,Dumper,Morning,2577.4,66.72,1.4207,82.16,70.55,2043.41,94.06,45.9,0
JH-002,Loader,Morning,5537.34,51.21,2.9726,113.66,198.95,956.58,73.42,86.35,0
JH-001,Excavator,Afternoon,7174.5,44.3,3.2356,39.08,285.11,1627.73,79.56,84.49,0
OD-001,Excavator,Afternoon,6635.95,67.84,11.2257,95.06,192.73,1572.36,89.47,94.07,0
CG-001,Drill Rig,Night,2871.35,58.93,2.3188,80.65,264.81,1672.3,79.36,73.28,0
OD-002,Drill Rig,Night,9553.17,39.91,1.9048,100.05,261.14,1466.04,78.65,73.31,1
OD-002,Drill Rig,Morning,7405.18,37.25,3.2397,147.08,11.75,1502.42,84.39,55.45,0
CG-001,Dumper,Morning,5588.11,45.62,1.7119,133.48,32.45,1488.47,88.18,94.87,0
CG-001,Dumper,Night,6156.04,87.31,3.3361,90.1,170.15,1179.9,65.51,75.4,0
JH-002,Dumper,Night,4254.04,93.2,2.6465,96.29,258.12,857.52,89.56,86.07,0
OD-002,Drill Rig,Afternoon,2552.54,63.07,1.8647,83.24,121.24,2099.86,81.92,54.91,0
CG-001,Drill Rig,Morning,3624.13,62.23,3.4806,96.98,267.78,1424.34,64.97,60.62,0
CG-001,Loader,Night,7602.68,54.96,2.8696,114.72,112.13,1173.33,85.29,35.0,0
JH-002,Dumper,Afternoon,242.5,45.98,3.9755,73.73,130.88,1827.93,90.56,35.41,0
JH-001,Drill Rig,Night,1249.12,80.63,6.2104,131.33,103.86,1351.28,79.51,38.22,1
JH-001,Crusher,Night,555.43,88.1,2.1153,118.29,138.12,1581.38,84.5,51.22,0
OD-002,Dumper,Night,503.22,46.6,2.2128,117.42,143.04,1641.33,83.52,59.05,0
CG-001,Loader,Morning,8569.06,58.76,1.387,107.65,149.41,1292.06,92.2,52.75,0
JH-002,Dumper,Night,7066.21,53.25,3.5272,81.93,92.85,1687.09,87.37,98.58,0
OD-002,Drill Rig,Morning,4794.32,53.7,1.9692,120.24,121.69,1426.56,77.2,50.46,0
OD-001,Dumper,Night,1068.56,77.79,3.2309,93.61,185.21,1778.03,65.96,50.85,0
JH-001,Drill Rig,Night,4967.0,40.32,4.8683,66.23,12.51,1817.99,71.28,105.42,0
JH-001,Crusher,Morning,4787.37,67.0,1.9305,101.59,168.74,1718.2,87.92,55.14,0
CG-002,Loader,Afternoon,1814.7,70.92,2.1444,76.82,15.31,691.99,87.69,37.72,0
OD-001,Excavator,Afternoon,4395.13,57.87,4.5143,87.9,186.12,1610.24,68.74,45.97,0
JH-002,Loader,Morning,4045.2,73.4,3.8718,114.13,119.77,1810.16,72.39,63.39,0
OD-001,Dumper,Afternoon,6196.92,62.21,3.672,97.61,144.38,1432.64,76.5,75.23,0
JH-002,Excavator,Morning,6387.43,78.26,2.2351,99.25,245.01,1028.78,94.06,104.22,0
OD-002,Crusher,Morning,548.51,37.17,1.3257,123.37,204.95,1437.36,74.51,51.92,0
OD-001,Dumper,Night,3808.66,54.77,1.9042,54.88,279.78,1165.29,68.44,93.97,0
JH-002,Crusher,Afternoon,6296.01,58.92,1.6409,122.5,81.39,1506.01,94.75,62.07,0
CG-002,Excavator,Morning,5081.05,19.92,3.6356,102.95,125.26,1378.15,79.09,58.06,0
OD-001,Loader,Night,8579.25,43.71,3.1338,98.62,74.44,1588.96,78.05,32.67,0
OD-002,Excavator,Afternoon,6621.07,47.8,2.0151,99.25,62.34,685.47,74.93,32.79,0
JH-001,Loader,Night,1713.05,74.22,2.1947,112.8,203.46,1876.5,72.71,47.98,0
CG-002,Crusher,Morning,798.63,49.4,3.4481,120.52,200.59,1709.54,83.67,81.37,0
CG-002,Crusher,Afternoon,6459.95,47.73,2.3171,95.27,152.64,1150.98,77.71,44.08,0
JH-001,Excavator,Afternoon,362.46,72.26,2.0328,97.32,52.49,1545.36,70.83,95.74,0
CG-001,Dumper,Afternoon,5899.18,35.73,7.3104,112.18,174.49,1753.69,71.79,105.01,0
JH-001,Loader,Morning,9408.28,28.93,2.0651,58.04,157.66,1322.26,88.96,99.14,0
JH-001,Loader,Night,5797.19,54.58,3.7974,98.03,174.92,1466.89,90.04,65.88,0
OD-002,Excavator,Afternoon,3942.88,38.28,3.3078,109.96,140.14,911.39,76.47,78.25,0
JH-002,Excavator,Night,6468.55,38.85,1.2692,90.13,33.74,865.58,80.35,37.41,0
OD-001,Loader,Afternoon,4636.7,68.6,1.9358,84.03,129.17,1111.77,84.52,99.83,0
CG-002,Dumper,Night,5501.61,73.14,4.0942,96.95,101.46,1329.49,79.6,88.52,0
JH-002,Excavator,Night,9420.5,71.83,2.5453,88.3,88.18,1987.38,77.02,86.19,0
CG-001,Dumper,Night,3922.42,76.63,1.3067,95.09,202.17,1485.55,80.19,73.75,0
CG-002,Dumper,Afternoon,9615.79,78.62,3.311,90.56,204.49,870.59,89.91,69.87,0
OD-001,Dumper,Afternoon,9062.97,28.07,2.0316,131.23,292.36,1544.21,75.01,64.98,1
CG-002,Dumper,Night,2038.33,66.76,3.3802,77.21,194.05,1615.1,77.54,50.19,0
OD-001,Loader,Afternoon,786.68,52.06,10.4217,116.7,96.32,1254.19,94.04,58.31,0
OD-002,Excavator,Afternoon,1097.7,48.79,3.2911,88.26,164.79,1504.76,85.22,96.64,0
OD-002,Loader,Night,280.4,68.41,3.6917,106.52,194.03,1835.16,91.45,87.81,0
JH-002,Excavator,Morning,1034.99,34.05,2.3941,112.94,129.02,1392.97,81.5,74.55,0
JH-002,Loader,Morning,6861.77,33.73,1.553,130.61,195.03,1354.58,89.45,79.01,0
OD-002,Excavator,Morning,804.77,69.5,4.5356,107.86,247.41,1283.04,104.8,57.37,0
CG-002,Dumper,Morning,3257.86,67.32,2.0079,92.07,192.93,1624.89,84.8,62.51,0
CG-002,Excavator,Afternoon,8464.27,62.05,2.424,101.32,59.42,1349.33,68.31,94.78,0
JH-001,Excavator,Night,330.39,46.8,6.6641,138.37,103.88,1502.96,71.72,100.11,0
OD-002,Drill Rig,Afternoon,8163.24,71.16,2.2959,103.27,289.34,1233.36,81.39,30.26,1
JH-001,Dumper,Morning,2890.36,70.2,4.9911,73.84,114.92,1332.65,79.43,67.44,0
JH-002,Dumper,Afternoon,1269.83,61.28,3.2994,92.33,250.75,2074.17,87.79,35.79,0
OD-001,Loader,Night,6997.7,42.34,2.0615,91.82,50.69,1259.99,64.27,64.91,0
JH-002,Excavator,Morning,6326.53,53.62,3.2243,114.6,295.68,1948.65,69.27,43.62,0
CG-001,Drill Rig,Afternoon,8786.97,72.57,1.8999,75.56,71.31,1167.09,79.83,90.71,0
OD-002,Excavator,Night,7377.2,79.91,4.2732,89.84,288.8,1975.41,79.37,80.57,0
OD-002,Excavator,Afternoon,8054.46,55.1,5.071,104.27,24.41,1455.53,68.55,99.62,0
JH-002,Loader,Night,2892.14,56.25,2.7857,94.39,177.23,1607.69,98.91,88.66,0
OD-001,Dumper,Night,1856.65,57.57,5.3187,101.82,61.81,1220.36,84.78,107.81,0
JH-001,Drill Rig,Afternoon,7531.09,64.12,2.9448,102.95,197.18,1578.43,77.14,54.38,0
JH-002,Dumper,Morning,8087.66,51.28,4.2942,104.29,270.78,1609.54,88.6,49.97,1
CG-001,Excavator,Night,9906.0,16.59,11.8888,81.46,96.48,1502.7,73.35,109.59,0
OD-002,Excavator,Morning,4184.92,77.89,9.3704,115.95,126.71,1074.44,102.15,104.85,1
OD-002,Loader,Morning,3782.98,86.92,2.4812,89.29,23.5,1238.26,73.12,76.53,0
CG-002,Crusher,Night,7786.49,50.81,3.148,99.77,176.95,1120.31,76.79,62.76,0
OD-001,Crusher,Night,3473.96,44.0,1.6048,75.76,184.97,1484.84,98.0,58.06,0
JH-001,Dumper,Morning,9314.5,57.94,4.0525,100.8,189.22,1203.8,73.2,50.46,0
CG-002,Dumper,Morning,8598.29,57.19,3.3023,103.8,275.02,1139.75,78.73,83.68,0
OD-002,Loader,Night,4347.04,74.93,1.8459,100.72,36.84,1146.41,78.07,71.39,0
JH-002,Loader,Afternoon,7533.62,60.82,4.9206,84.39,146.64,1230.09,65.59,33.07,0
CG-001,Drill Rig,Night,7569.97,48.11,2.3802,122.56,95.99,2257.37,84.1,78.38,0
CG-001,Excavator,Afternoon,1120.93,40.22,2.095,111.67,80.6,1624.27,88.61,42.39,0
JH-002,Excavator,Morning,9035.27,72.98,3.3193,97.22,107.48,1519.13,86.38,84.52,0
CG-001,Dumper,Morning,5102.0,68.99,2.1543,97.04,282.2,1577.93,80.46,71.69,0
JH-002,Drill Rig,Morning,8281.93,75.91,2.6756,85.24,83.06,882.03,57.99,68.86,0
JH-002,Excavator,Night,3268.49,45.48,6.5086,87.54,34.57,1750.43,84.91,36.73,0
CG-002,Excavator,Afternoon,8965.68,87.58,1.999,129.14,129.22,1719.84,72.98,50.02,0
CG-002,Dumper,Night,3953.1,33.84,3.8103,92.83,87.39,1624.03,69.67,32.71,0
OD-001,Loader,Morning,207.29,70.64,2.0304,155.28,94.3,1683.39,82.07,95.24,0
JH-001,Dumper,Night,9063.28,31.36,1.671,76.81,141.34,1523.26,75.23,53.34,0
CG-001,Drill Rig,Afternoon,1003.74,48.15,2.6097,107.38,246.44,1454.65,72.6,78.76,0
CG-001,Loader,Morning,3261.21,83.42,10.4042,104.52,252.21,1515.71,92.57,43.7,1
JH-002,Crusher,Afternoon,9505.61,72.47,4.0181,100.73,150.19,806.65,78.16,78.62,0
CG-001,Crusher,Morning,9511.01,51.81,3.4247,68.16,253.03,2075.08,75.85,107.28,1
CG-002,Crusher,Night,5777.04,52.22,2.0912,72.58,58.09,989.35,87.6,50.54,0
CG-001,Dumper,Morning,6355.19,61.51,2.2428,103.91,87.33,1842.29,78.81,35.53,0
JH-001,Excavator,Night,4539.61,67.71,1.2947,79.52,56.38,1758.78,85.6,78.86,0
CG-001,Excavator,Night,3002.79,78.77,6.6693,124.18,277.12,1559.42,60.1,46.46,1
CG-001,Excavator,Afternoon,3353.78,53.16,3.1095,95.52,229.44,777.88,59.18,71.99,0
OD-001,Excavator,Night,6757.93,35.82,2.9772,105.1,232.75,1579.5,70.34,69.82,0
JH-002,Crusher,Night,7548.51,62.35,3.01,99.19,209.11,2008.02,78.05,38.08,0
JH-002,Excavator,Afternoon,7936.63,53.14,7.7297,98.64,13.84,1526.67,91.53,81.35,0
CG-002,Drill Rig,Morning,7917.22,40.49,3.1574,130.42,71.33,1401.77,64.86,106.83,0
OD-001,Dumper,Night,1002.94,64.47,2.4688,121.69,263.1,1442.68,66.55,78.14,0
OD-001,Loader,Night,4994.76,56.8,6.6829,103.09,149.66,1577.96,90.46,56.24,0
OD-002,Drill Rig,Morning,669.83,64.6,2.5477,113.5,225.39,668.43,70.47,107.22,0
CG-002,Drill Rig,Morning,5540.34,46.58,1.1667,123.46,73.0,1669.85,69.24,87.12,0
JH-002,Crusher,Afternoon,4471.15,67.3,1.2668,88.04,29.0,1211.27,89.51,48.55,0
CG-002,Loader,Afternoon,8888.27,40.24,2.4698,68.9,250.0,1613.65,51.09,82.61,1
OD-002,Crusher,Night,3574.06,47.58,3.145,111.06,77.7,2040.65,83.97,36.7,0
CG-001,Crusher,Morning,1258.96,56.36,4.0999,124.92,73.88,1329.08,91.02,73.19,0
CG-001,Crusher,Morning,1515.62,86.13,1.7175,65.71,125.98,1181.53,79.22,70.59,0
OD-002,Dumper,Night,7638.96,71.77,2.4287,87.87,168.4,1522.63,77.52,61.03,0
JH-001,Excavator,Afternoon,6220.36,76.16,1.8133,95.17,191.9,2009.84,87.97,109.3,0
OD-001,Drill Rig,Morning,1101.11,81.26,4.7439,80.35,278.25,1582.48,82.88,82.29,1
OD-001,Drill Rig,Morning,932.66,114.04,5.1614,97.11,229.41,1834.89,57.78,63.96,1
CG-001,Excavator,Night,7039.59,60.62,7.2365,77.73,162.74,1691.61,59.97,88.58,0
CG-002,Dumper,Morning,820.35,81.31,3.2406,93.62,51.79,1851.97,84.93,48.84,0
OD-001,Crusher,Afternoon,8236.41,75.19,6.9078,113.99,49.56,1308.24,68.99,32.14,1
JH-002,Drill Rig,Morning,7091.8,74.94,1.9224,58.61,47.9,1949.74,82.4,89.66,0
JH-002,Excavator,Night,905.35,86.61,3.0282,78.98,296.14,1686.5,84.9,93.84,0
JH-001,Excavator,Afternoon,939.89,53.71,1.5993,128.01,245.49,1088.09,81.96,50.87,0
OD-002,Loader,Night,9867.73,52.52,3.6207,83.51,35.01,1440.62,69.52,95.3,0
CG-002,Crusher,Night,3805.28,64.8,3.1342,48.03,98.17,1552.09,79.19,70.58,0
CG-002,Crusher,Morning,3769.36,57.26,0.797,103.42,103.18,1532.59,70.04,106.43,0
JH-002,Crusher,Morning,8146.72,64.78,4.7342,98.5,101.47,1479.43,78.46,53.6,0
JH-001,Dumper,Afternoon,9477.76,83.44,4.169,102.96,11.46,1576.51,77.2,72.29,0
OD-002,Dumper,Morning,9861.41,52.83,2.0589,101.15,135.32,1576.58,73.37,77.28,0
JH-002,Excavator,Morning,7558.44,55.43,3.1287,125.46,258.54,1339.51,86.52,35.04,0
JH-002,Dumper,Morning,3824.97,62.61,1.288,85.94,41.47,1624.23,96.58,49.7,0
OD-001,Dumper,Morning,926.66,56.58,1.8495,98.12,28.46,1735.42,82.14,72.48,0
OD-001,Excavator,Morning,7793.75,31.29,6.2623,91.35,197.97,2033.2,70.63,70.36,0
JH-001,Loader,Morning,5628.2,51.3,1.5263,113.53,234.13,2142.87,71.44,77.58,0
OD-002,Excavator,Morning,4299.8,70.31,2.7313,115.55,80.58,1393.06,71.29,39.85,0
JH-001,Crusher,Morning,9072.91,81.56,1.3523,107.45,273.08,1365.66,80.94,43.8,1
JH-002,Drill Rig,Night,1200.86,42.68,3.2187,143.08,207.79,1401.86,71.58,44.64,0
OD-001,Loader,Morning,4976.99,42.61,3.6016,111.07,148.29,1146.85,84.39,45.18,0
JH-001,Dumper,Night,212.4,60.45,3.9042,125.1,241.83,1549.89,78.79,80.93,0
JH-001,Loader,Morning,4739.74,28.87,3.4349,82.29,103.93,2512.82,74.58,51.73,0
OD-002,Dumper,Afternoon,657.4,53.33,5.5479,86.04,88.24,1236.9,90.69,96.68,0
CG-001,Loader,Morning,1276.3,33.96,2.0606,139.61,85.95,1314.7,73.94,63.14,0
CG-001,Crusher,Afternoon,1263.51,80.54,1.6014,72.92,63.32,998.94,71.66,83.53,0
CG-002,Excavator,Morning,6527.18,48.46,2.0267,115.36,264.69,1786.08,66.72,60.79,0
CG-002,Excavator,Night,7485.84,84.79,1.3866,125.73,123.67,1558.83,108.87,105.85,1
CG-002,Excavator,Morning,5875.35,76.7,2.8275,123.51,263.49,1252.63,85.42,50.13,0
OD-001,Excavator,Night,9625.51,50.31,2.535,68.09,266.21,1182.96,92.42,97.66,1
OD-001,Excavator,Night,3811.22,43.92,3.4514,92.98,48.07,1327.8,78.42,58.75,0
OD-002,Loader,Morning,2928.55,57.1,1.2115,112.44,21.66,1709.11,75.94,96.82,0
JH-002,Excavator,Afternoon,8699.13,58.43,2.7007,114.84,290.86,1607.18,76.69,39.41,0
JH-002,Drill Rig,Morning,2313.6,65.19,4.989,99.82,71.22,1241.0,74.84,46.09,0
OD-001,Crusher,Night,9635.9,48.35,3.6187,86.08,120.83,1316.63,78.4,61.89,0
JH-001,Excavator,Night,220.33,71.2,1.0536,94.53,47.74,1784.14,79.14,35.78,0
OD-002,Crusher,Morning,9701.8,63.98,2.7024,87.64,284.58,927.85,94.32,55.38,0
CG-002,Dumper,Night,527.28,54.89,1.8844,75.15,36.46,1167.41,84.64,85.77,0
JH-001,Excavator,Afternoon,8922.32,49.32,2.7358,94.02,244.1,1541.21,86.87,98.35,1
OD-002,Loader,Afternoon,5324.24,57.23,2.2472,136.99,259.67,1532.54,94.41,86.78,1
CG-001,Loader,Night,9930.35,47.75,6.486,94.42,277.86,1700.98,64.21,72.12,0
JH-002,Loader,Morning,830.59,60.88,2.8373,69.74,143.55,1748.51,75.91,37.52,0
JH-001,Excavator,Night,5583.16,61.28,3.1848,92.83,173.06,1696.91,90.71,57.76,0
JH-001,Crusher,Morning,9696.1,63.93,2.659,134.56,157.41,933.23,71.67,59.11,0
OD-002,Excavator,Morning,5278.67,86.49,3.446,68.14,166.18,1740.56,65.04,56.71,0
OD-002,Drill Rig,Morning,6331.05,58.01,2.4389,99.98,80.14,1620.61,67.88,88.87,0
CG-001,Crusher,Afternoon,6987.91,75.07,4.0019,114.75,177.36,1510.28,89.4,36.75,0
CG-002,Crusher,Night,4599.96,63.44,2.2345,77.18,85.48,1798.12,93.41,50.4,0
CG-001,Crusher,Afternoon,6312.82,56.43,5.4099,103.82,179.47,1875.29,78.45,101.88,0
JH-002,Crusher,Morning,5884.71,58.21,3.4841,81.73,248.93,1304.07,83.76,58.6,0
OD-001,Dumper,Afternoon,9021.46,59.12,2.5186,75.48,10.85,948.84,79.47,91.13,0
JH-001,Excavator,Night,549.92,64.2,4.1414,112.45,260.32,1364.82,82.0,65.97,0
OD-001,Crusher,Afternoon,2881.54,45.61,3.4782,136.46,139.2,1155.22,71.38,70.96,1
CG-001,Excavator,Night,9509.07,38.02,4.111,92.26,186.99,1440.78,57.51,105.27,0
OD-002,Drill Rig,Afternoon,8913.61,69.81,2.8374,111.62,84.48,1685.18,74.51,46.78,0
JH-001,Excavator,Night,4611.0,73.47,2.4095,109.67,299.63,1299.5,90.08,96.21,0
CG-001,Loader,Morning,6239.31,71.18,2.9085,103.48,188.37,1250.5,92.89,43.11,0
OD-001,Excavator,Afternoon,2846.07,62.32,2.1166,86.23,292.14,469.93,72.59,72.87,0
JH-002,Dumper,Night,1962.4,71.51,4.4356,79.73,234.05,1632.71,74.53,77.95,0
CG-001,Crusher,Night,4690.61,70.7,5.6666,84.06,264.04,1738.68,84.57,74.56,0
CG-001,Dumper,Night,3598.19,71.81,3.631,96.43,84.97,1230.7,99.88,59.37,0
JH-002,Excavator,Morning,5878.2,47.11,5.5239,91.61,196.83,1193.65,90.72,92.63,0
OD-001,Drill Rig,Afternoon,869.57,43.55,4.7752,77.02,112.66,1460.29,92.06,88.0,0
CG-002,Loader,Afternoon,9746.51,54.17,2.3771,95.9,247.1,986.56,66.73,67.83,1
JH-001,Crusher,Afternoon,9863.49,59.74,4.1284,87.29,293.06,1819.12,96.34,98.55,1
JH-002,Crusher,Night,7011.8,56.37,1.4312,111.14,71.92,1249.11,74.28,51.44,0
JH-002,Loader,Morning,5407.35,31.85,2.9833,92.18,223.54,1745.99,74.08,69.83,0
JH-002,Loader,Morning,3164.32,85.83,1.505,116.88,226.05,1470.48,89.1,45.33,0
JH-002,Crusher,Morning,8156.57,55.89,2.5733,104.59,111.53,968.53,87.45,94.3,0
CG-001,Excavator,Morning,6878.84,62.59,1.3233,90.07,51.52,1215.2,86.22,48.48,0
JH-001,Crusher,Night,1709.91,78.67,4.6981,96.73,102.53,867.72,88.3,53.23,1
JH-001,Excavator,Morning,9118.18,24.83,2.2312,97.3,58.63,1530.87,78.73,67.22,0
OD-001,Dumper,Morning,8243.12,52.32,4.2766,103.32,266.22,1271.17,91.14,48.96,0
OD-001,Crusher,Night,9503.02,54.19,2.6176,107.22,249.9,1393.62,91.58,68.2,0
JH-001,Drill Rig,Night,7284.62,54.96,1.081,90.99,231.87,1903.69,95.06,91.13,0
JH-001,Loader,Night,6172.81,57.4,2.1338,95.23,229.94,1772.52,90.12,71.3,0
OD-002,Loader,Morning,4240.61,81.71,2.0847,102.29,125.93,1384.75,64.71,34.18,0
CG-001,Dumper,Morning,9334.01,70.1,2.6983,40.86,273.03,1467.74,76.82,33.35,1
OD-002,Excavator,Night,8674.03,74.37,5.7778,111.06,244.99,1254.4,77.9,93.02,1
OD-001,Loader,Morning,547.66,60.71,6.2765,80.93,272.74,1693.2,81.96,100.2,0
OD-001,Loader,Night,361.03,39.01,2.4215,94.22,154.78,2121.86,85.1,96.32,0
CG-002,Drill Rig,Morning,3826.99,28.8,1.4475,86.45,92.28,1242.45,78.81,104.8,0
JH-002,Crusher,Morning,8124.48,37.06,1.8738,114.97,198.09,1606.57,85.79,73.87,0
JH-001,Drill Rig,Morning,9874.03,65.4,3.4549,120.49,207.85,1248.08,81.66,30.03,0
CG-001,Loader,Night,1589.13,60.48,2.5751,97.75,214.84,1764.39,68.76,101.12,0
OD-001,Loader,Morning,5981.89,56.85,1.2366,98.01,122.37,1680.12,63.61,42.55,0
CG-001,Loader,Night,3870.82,54.47,2.1132,99.22,159.53,1652.89,69.15,62.83,0
JH-002,Excavator,Morning,9702.15,90.18,5.2372,99.69,42.36,1041.87,66.4,97.81,1
OD-002,Dumper,Afternoon,8436.98,47.66,3.146,120.02,184.04,825.35,60.9,45.58,0
CG-001,Drill Rig,Night,8399.45,73.92,2.7833,160.21,144.68,1622.85,88.2,83.22,0
OD-002,Excavator,Afternoon,4740.06,60.03,2.238,96.56,65.14,1084.53,95.48,108.38,1
OD-001,Excavator,Afternoon,4206.71,59.09,2.1598,111.37,152.9,1428.4,74.58,55.67,0
CG-002,Dumper,Morning,2806.73,77.65,3.5679,83.07,110.97,1356.72,85.07,51.46,0
CG-002,Dumper,Afternoon,658.12,81.94,2.9184,84.89,199.82,1810.43,96.55,71.19,0
CG-001,Excavator,Night,8660.75,56.41,3.9969,79.6,244.15,1748.09,85.94,90.1,1
CG-001,Excavator,Morning,8147.72,71.99,3.5727,126.79,128.75,1376.37,70.63,57.45,0
OD-001,Drill Rig,Morning,9997.2,65.46,2.7452,114.07,251.78,1598.74,79.08,75.63,1
OD-002,Loader,Morning,9966.7,60.11,3.294,92.3,60.44,1604.38,67.41,39.98,0
JH-002,Excavator,Night,5598.77,63.06,2.0213,104.26,194.37,1759.26,71.01,84.5,0
CG-001,Crusher,Afternoon,7712.98,49.68,2.6536,115.29,134.51,903.36,72.64,40.87,0
JH-002,Crusher,Night,9453.18,55.41,5.3147,123.92,119.11,1237.76,56.83,60.0,0
OD-002,Dumper,Morning,8511.51,51.29,2.7329,108.17,76.18,1767.33,80.14,88.27,0
OD-001,Drill Rig,Morning,2548.75,73.52,2.4386,101.84,80.26,1091.61,62.37,39.18,0
OD-001,Dumper,Morning,4560.39,58.57,3.02,126.38,142.9,1118.41,79.05,77.3,0
OD-001,Loader,Afternoon,1378.68,40.53,1.5177,77.93,253.14,1442.53,83.62,93.54,0
CG-001,Excavator,Night,9545.11,49.15,3.0356,61.56,169.92,1324.69,84.91,109.39,0
CG-002,Crusher,Afternoon,6101.13,12.01,6.3473,125.12,175.96,1638.32,81.99,107.94,0
CG-002,Dumper,Morning,2363.56,52.58,1.8143,91.02,216.62,1871.53,84.58,46.48,0
